APP_ID, CIBIL_SCORE_VALUE ,NEW_CUST,CUS_CATGCODE , EMPLOYMENT_TYPE ,AGE, SEX  , NO_OF_DEPENDENTS , MARITAL , EDU_QUA,  P_RESTYPE , P_CATEGORY , EMPLOYEE_TYPE ,  MON_IN_OCC , INCOM_EXP_GMI ,LTV, TENURE ,STATUS
12345,0,YES,1,0,31,F,3,0,0,1,4,2,36,0,0.767104254,12,0
12347,0,NO,1,1,40,F,2,1,1,0,1,1,12,2,0.619077492,24,0
12349,0,YES,1,0,27,F,3,0,0,1,2,2,72,0,0.848948847,36,0
12351,2,NO,1,1,33,M,2,0,1,0,2,1,120,1,0.515646178,12,0
12353,2,NO,1,1,29,F,1,0,1,1,2,1,24,2,0.614122938,24,1
12355,0,YES,0,1,26,F,2,0,0,0,2,1,48,0,0.607374744,24,0
12357,0,YES,1,0,27,F,2,0,0,0,1,0,110,1,0.848484848,12,0
12359,0,YES,1,1,38,M,2,1,0,0,1,1,26,0,0.899215362,18,0
12361,2,NO,1,0,25,F,3,0,1,0,4,2,216,0,0.933249698,24,0
12363,0,YES,1,1,26,F,0,0,0,0,2,1,36,2,0.682159261,18,0
12365,0,YES,0,0,21,F,0,0,1,0,2,0,12,0,0.899542279,24,1
12367,1,NO,1,1,38,F,0,0,1,0,1,1,36,1,0.521595058,24,1
12369,1,NO,1,1,42,F,3,1,1,1,4,1,84,0,0.795557119,18,1
12371,2,NO,1,1,34,F,3,1,1,1,4,1,48,0,0.930981159,24,1
12373,1,NO,0,0,33,F,2,1,0,0,4,0,36,2,0.595145989,24,0
12375,2,NO,1,1,42,F,3,0,1,1,4,1,96,0,0.670363825,12,0
12377,0,YES,1,1,21,F,1,0,0,0,2,1,12,3,0.748596382,24,0
12379,1,NO,1,1,33,F,1,0,1,0,4,1,17,0,0.783187573,24,1
12381,0,YES,1,1,29,F,0,0,1,0,2,1,12,0,0.779040914,36,0
12383,0,YES,1,1,28,F,0,0,0,1,4,1,2,0,0.731317133,24,1
12385,2,NO,1,0,38,F,2,1,1,2,1,2,180,2,0.940693507,36,0
12387,2,NO,1,0,27,F,0,0,1,2,4,2,60,1,0.564299056,24,0
12389,0,YES,1,1,24,M,0,0,0,2,2,1,24,0,0.845954428,24,0
12391,0,YES,1,0,53,F,2,1,0,0,2,0,300,1,0.589500987,36,0
12393,2,NO,0,0,27,F,2,0,1,0,2,0,48,1,0.846919331,24,0
12395,0,YES,1,0,30,F,2,1,1,0,2,0,36,0,0.640044525,36,1
12397,0,YES,1,1,25,F,2,1,0,0,2,1,72,0,0.77743107,36,0
12399,1,NO,0,0,24,F,2,1,0,0,2,0,36,0,0.644321248,24,1
12401,2,NO,1,1,35,F,2,1,0,0,1,1,60,1,0.768840435,36,1
12403,0,YES,1,0,50,M,1,1,0,0,1,2,24,0,0.625016911,36,0
12405,2,NO,1,0,24,F,3,0,1,0,1,1,120,1,0.86113787,18,0
12407,0,YES,1,1,34,F,2,0,1,0,2,1,24,0,0.842159161,36,0
12409,1,NO,1,0,32,F,2,1,0,0,2,2,60,1,0.808516372,36,1
12411,2,NO,1,0,26,F,0,0,1,0,2,0,108,1,0.752605343,36,1
12413,1,NO,1,1,40,F,2,1,1,0,1,1,24,1,0.575935127,36,0
12415,2,NO,1,0,31,F,2,1,0,0,1,0,36,1,0.849613594,36,0
12417,0,YES,1,1,24,F,3,0,1,0,2,1,14,0,0.630417652,12,0
12419,1,NO,1,1,44,F,1,1,1,0,1,1,24,1,0.647428159,24,1
12421,0,YES,1,1,36,F,3,0,0,0,2,1,24,0,0.742884559,24,0
12423,1,NO,1,0,33,F,3,0,0,0,2,2,120,0,0.803652153,36,0
12425,2,NO,1,1,44,M,3,1,1,0,2,1,60,0,0.58151017,12,1
12427,0,YES,1,1,27,F,2,0,1,0,2,1,12,0,0.790751372,24,1
12429,1,NO,0,1,20,F,1,0,1,0,1,1,26,0,0.895522388,24,0
12431,1,NO,1,1,27,F,1,0,1,0,1,1,17,0,0.606060606,24,1
12433,1,NO,0,1,33,F,1,1,1,0,1,1,26,0,0.876849605,36,1
12435,0,YES,0,1,21,M,1,1,1,1,1,1,6,0,0.938461538,24,0
12437,0,YES,0,1,28,F,1,0,1,1,1,1,14,0,0.899672463,24,1
12439,1,NO,1,1,27,F,2,0,1,0,1,1,8,0,0.843217198,36,1
12441,1,NO,1,0,28,F,3,1,0,0,4,0,98,1,0.719146304,12,0
12443,1,NO,1,1,31,F,1,1,1,0,3,1,48,3,0.843084261,36,0
12445,0,YES,0,1,21,F,1,0,1,0,1,1,16,0,0.848684211,24,0
12447,0,YES,1,1,27,F,1,1,1,1,1,1,28,1,0.099809153,36,0
12449,2,NO,1,1,38,F,1,1,1,2,3,1,168,3,0.701869919,24,1
12451,1,NO,1,1,27,M,2,1,1,0,1,1,12,3,0.801266667,24,1
12453,1,NO,1,1,31,M,2,0,1,0,1,1,24,3,1,36,0
12455,2,NO,1,1,24,F,1,0,0,2,2,1,24,2,0.808297568,24,0
12457,2,NO,0,1,54,F,0,1,1,0,1,1,288,1,1,24,0
12459,2,NO,1,0,40,F,3,1,0,1,3,0,120,1,1,24,1
12461,1,NO,1,0,44,F,3,1,0,0,1,0,24,0,0.819633184,36,1
12463,0,YES,1,1,22,F,1,0,1,0,1,1,26,0,0.811126492,24,1
12465,1,NO,1,1,34,F,1,0,1,0,1,1,5,0,0.860030101,24,1
12467,1,NO,1,1,29,F,1,0,1,0,1,1,6,0,0.942857143,24,1
12469,0,YES,1,1,27,F,1,0,1,0,1,1,4,1,0.99076606,24,0
12471,0,YES,1,1,27,F,1,0,1,0,1,1,4,1,0.99076606,24,0
12473,0,YES,1,1,21,F,1,0,1,0,4,1,18,0,0.578147377,12,1
12475,0,YES,1,0,38,F,2,1,0,1,1,0,60,0,0.843815396,24,1
12477,0,NO,1,1,27,F,2,0,1,0,1,1,30,0,0.692760651,24,1
12479,0,YES,0,0,55,F,3,1,1,0,2,2,240,1,0.664292927,24,0
12481,0,YES,1,0,24,F,1,0,0,0,4,0,108,0,0.683112896,18,0
12483,1,NO,1,1,32,F,2,1,0,1,1,1,24,1,0.705882353,12,1
12485,0,YES,0,1,25,F,3,0,1,0,2,1,17,0,0.653543513,24,0
12487,2,NO,1,1,32,F,3,0,1,0,2,1,24,1,0.022018318,12,1
12489,2,NO,1,0,47,F,1,1,0,0,4,2,120,1,0.674399784,36,1
12491,0,YES,1,0,28,F,1,1,0,0,4,1,180,1,0.539565111,36,0
12493,2,NO,1,0,23,F,2,0,0,0,2,2,24,0,0.73720777,36,0
12495,0,YES,1,1,26,F,2,0,0,0,2,1,12,0,0.653173553,24,1
12497,1,NO,1,0,30,F,0,1,0,0,2,0,84,1,0.807571475,36,0
12499,0,YES,1,1,25,F,1,0,1,0,1,1,7,0,0.842151151,36,0
12501,2,NO,1,1,27,F,2,0,0,0,1,1,48,0,0.977777778,24,1
12503,1,NO,1,1,26,M,3,0,1,1,4,1,3,0,0.854930097,24,0
12505,2,NO,1,1,45,F,3,1,1,0,4,1,288,2,0.846034162,12,0
12507,1,NO,1,1,32,F,1,0,1,0,1,1,48,2,0.898391879,12,1
12509,2,NO,0,1,21,F,2,0,1,0,1,1,12,1,0.568107736,18,1
12511,2,NO,1,0,52,F,1,1,0,0,1,0,180,0,0.848035133,24,0
12513,1,NO,1,0,33,F,3,1,0,0,2,0,144,1,0.937311346,36,0
12515,0,YES,1,0,40,F,3,1,0,1,2,1,12,0,0.838862198,36,0
12517,1,NO,1,0,36,F,3,1,0,0,2,1,24,1,0.762558383,18,0
12519,0,YES,1,0,42,F,2,1,0,0,4,0,240,0,0.744493178,24,1
12521,0,YES,1,1,23,M,1,0,1,2,3,1,36,2,0.913921303,36,0
12523,1,NO,1,1,44,F,2,1,0,1,3,1,72,3,0.808605753,36,1
12525,1,NO,1,0,41,F,2,1,0,0,4,0,108,1,0.935903226,36,0
12527,0,YES,1,1,30,M,1,1,0,2,4,1,24,0,0.813397129,24,1
12529,0,YES,1,0,22,F,3,1,0,0,1,0,60,0,0.777286136,12,1
12531,0,YES,1,0,41,F,0,1,0,0,1,0,240,3,0.835352101,24,1
12533,0,YES,1,1,31,F,2,0,0,0,4,1,24,3,0.874464568,24,1
12535,0,YES,1,1,27,M,1,0,0,0,4,1,300,0,0.655533011,24,1
12537,1,NO,1,1,36,F,2,1,0,0,4,1,17,0,0.84903686,36,1
12539,2,NO,1,1,24,F,2,0,1,1,4,1,13,1,0.80118375,36,0
12541,1,NO,1,0,33,F,3,1,0,0,1,0,60,0,0.779969651,12,1
12543,2,NO,1,0,25,F,2,1,0,0,4,2,120,3,0.837784061,12,1
12545,2,NO,1,1,28,F,2,0,0,0,1,1,144,2,0.762650043,18,1
12547,0,YES,1,1,28,F,2,0,0,2,3,1,120,1,0.739682702,12,1
12549,0,YES,1,1,28,F,2,0,0,1,3,1,120,1,0.739682702,12,1
12551,1,NO,1,0,39,F,2,1,1,0,1,0,122,0,0.877332908,36,0
12553,0,YES,1,1,21,F,0,0,0,0,1,1,12,0,0.853030585,36,1
12555,2,NO,1,1,26,F,2,1,1,0,1,1,24,2,0.397630124,12,1
12557,0,YES,1,1,22,F,0,0,1,0,1,1,6,0,0.857271347,24,0
12559,0,YES,1,0,34,F,2,1,1,1,2,1,120,1,0.889376399,36,0
12561,0,YES,1,1,37,F,3,1,0,0,1,1,300,0,0.843518963,36,0
12563,2,NO,1,1,28,F,3,1,1,0,4,1,5,1,0.843291348,36,0
12565,1,NO,1,1,25,F,1,0,1,0,4,1,84,2,0.793875815,36,1
12567,2,NO,1,1,30,F,0,0,1,1,3,1,60,0,0.877625729,24,1
12569,0,YES,1,1,21,F,2,0,0,1,1,1,13,0,0.84741773,24,1
12571,0,YES,1,1,22,F,2,0,0,0,1,1,24,0,0.869403937,18,1
12573,0,YES,1,1,29,F,2,1,1,0,1,1,24,0,0.893061271,36,0
12575,0,YES,1,0,21,F,2,0,0,1,1,2,36,1,0.815109659,24,1
12577,2,NO,1,1,22,F,2,0,0,1,1,1,24,1,0.813614482,24,0
12579,1,NO,1,0,31,F,3,1,1,1,4,0,60,0,0.642890435,12,1
12581,2,NO,1,1,31,M,3,1,1,1,4,1,36,0,0.962539843,24,0
12583,2,NO,1,0,36,F,3,0,1,1,4,0,60,0,0.755454828,12,0
12585,2,NO,1,0,43,F,2,1,0,0,1,0,120,3,0.822318329,24,1
12587,0,YES,1,1,44,F,2,1,1,0,1,1,24,3,0.775463696,18,1
12589,1,NO,0,1,27,F,0,0,1,0,2,1,17,1,0.84750101,24,0
12591,2,NO,1,1,29,M,2,1,1,0,1,1,120,0,0.777777778,12,1
12593,1,NO,1,1,28,F,0,0,1,1,1,1,24,0,0.890611084,36,1
12595,1,NO,1,1,34,F,1,1,0,0,1,1,12,0,0.850292288,36,1
12597,2,NO,1,1,35,M,2,1,1,1,1,0,72,3,0.88672468,18,1
12599,1,NO,0,1,31,F,0,0,1,0,1,1,84,1,0.846937881,12,0
12601,1,NO,1,1,25,F,0,0,1,0,2,1,12,1,0.814676242,24,0
12603,2,NO,0,1,23,F,0,0,1,0,2,1,3,1,0.874881417,24,1
12605,0,YES,1,0,25,F,0,0,1,0,4,0,24,2,0.454765947,12,1
12607,2,NO,1,0,21,F,0,0,1,0,1,0,48,1,0.757323316,24,1
12609,0,YES,1,0,38,M,0,1,1,0,1,0,60,1,0.767519815,18,1
12611,2,NO,1,1,32,M,0,1,1,0,1,1,4,2,0.788982929,18,1
12613,1,NO,1,1,31,F,3,1,1,0,2,1,12,2,0.78023407,24,1
12615,2,NO,1,1,30,F,0,0,1,1,1,1,84,1,0.649970736,18,0
12617,0,YES,1,1,30,F,1,0,0,0,1,1,65,0,0.893198928,24,1
12619,0,YES,1,1,30,F,1,0,0,1,1,1,65,0,0.893198928,24,1
12621,2,NO,1,1,28,F,2,0,1,0,1,1,24,0,0.850704225,24,0
12623,2,NO,0,0,45,F,2,1,1,0,1,0,26,1,0.859512904,24,0
12625,1,NO,0,1,29,F,1,0,1,0,1,1,25,0,0.940892642,24,1
12627,0,YES,0,1,24,F,1,0,1,1,1,1,17,0,0.894736842,24,1
12629,0,YES,1,0,24,F,1,1,1,0,4,2,72,1,0.824271091,36,0
12631,2,NO,1,1,52,F,1,1,1,0,4,1,336,1,0.88608296,36,1
12633,1,NO,1,1,34,F,1,1,0,0,1,1,84,0,0.848488489,36,0
12635,0,YES,1,1,27,F,2,1,0,1,4,1,72,0,0.619602227,24,1
12637,2,NO,1,1,29,F,0,0,1,2,1,1,36,0,0.667820069,24,0
12639,2,NO,1,1,49,F,3,1,0,2,4,1,108,1,0.869669526,36,0
12641,0,YES,1,1,39,F,3,1,0,0,4,1,72,0,0.924769408,36,1
12643,0,YES,1,1,20,F,0,0,0,1,2,1,17,0,0.848940029,18,0
12645,0,YES,1,0,37,F,2,0,0,0,1,0,36,1,0.748715665,36,0
12647,2,NO,1,1,23,F,2,0,0,0,1,0,24,1,0.230374051,18,0
12649,2,NO,1,0,30,F,2,1,0,0,4,2,120,0,0.450491035,24,1
12651,0,YES,1,1,25,M,0,0,1,0,1,1,24,1,0.899742931,18,1
12653,0,YES,1,1,25,M,0,0,1,0,1,1,24,1,0.899742931,18,0
12655,0,YES,1,0,22,F,2,0,1,0,1,0,36,1,0.729517827,18,0
12657,2,NO,1,0,24,F,2,0,0,0,1,0,36,1,0.767913502,24,0
12659,0,YES,1,0,30,F,2,1,0,0,1,0,120,1,0.899310938,36,0
12661,0,NO,1,0,41,F,2,0,0,0,1,0,108,1,0.628395079,36,0
12663,0,NO,1,0,29,F,2,1,0,0,1,0,96,1,0.848923544,36,0
12665,1,NO,1,0,33,M,0,1,0,0,1,0,60,1,0.848942598,36,1
12667,1,NO,1,0,24,F,0,0,1,0,1,2,60,0,0.899099301,36,1
12669,0,YES,1,0,32,F,2,1,0,0,4,0,120,0,0.768828613,36,0
12671,0,YES,1,0,50,F,3,1,0,0,1,1,300,0,0.677941911,24,0
12673,0,YES,1,1,25,F,1,0,0,2,4,1,24,0,0.499908429,18,0
12675,0,YES,1,0,25,F,2,0,0,0,1,0,96,1,0.885183782,24,0
12677,0,YES,0,1,27,M,0,1,1,0,2,1,36,3,0.664796588,36,0
12679,0,YES,0,1,25,F,0,0,1,0,2,1,18,0,0.739283,24,0
12681,2,NO,1,1,29,F,0,0,1,0,2,1,6,2,0.761579821,18,0
12683,2,NO,1,0,36,F,2,1,1,0,4,0,36,1,0.633866204,24,0
12685,1,NO,1,1,37,M,1,1,0,0,2,1,120,0,0.870296343,24,0
12687,1,NO,1,0,34,F,1,0,0,0,2,2,180,0,0.792043014,12,0
12689,0,YES,1,1,26,F,2,1,1,1,2,1,36,0,0.686802932,18,0
12691,0,YES,1,1,42,F,2,1,0,1,4,1,12,0,0.784646046,24,1
12693,2,NO,1,0,40,F,3,1,1,0,4,0,48,2,0.83947258,24,1
12695,2,NO,1,1,22,F,3,0,1,0,1,1,24,0,0.833005894,24,0
12697,1,NO,1,0,42,F,3,1,0,0,1,2,36,1,0.781768567,24,1
12699,1,NO,1,1,27,F,3,0,1,1,1,1,48,1,0.855520319,12,1
12701,2,NO,1,1,27,F,0,0,1,0,2,1,36,1,0.602133907,12,1
12703,2,NO,1,1,54,F,0,0,1,1,3,1,216,0,0.80244273,12,1
12705,2,NO,1,1,21,F,2,0,1,1,2,1,8,0,1,18,1
12707,2,NO,1,1,22,F,3,0,0,0,4,1,12,0,0.85511409,36,0
12709,2,NO,1,0,36,F,3,1,0,0,4,0,216,0,0.740670411,12,0
12711,1,NO,1,1,47,F,1,1,1,2,4,1,12,0,0.548210973,18,0
12713,0,YES,0,1,46,F,3,1,1,1,2,1,132,1,0.998241194,24,0
12715,2,NO,1,1,21,F,3,0,0,0,2,1,12,3,0.686692873,24,0
12717,0,YES,1,1,28,F,0,1,0,0,1,1,36,1,0.842692077,24,1
12719,0,YES,1,1,30,F,3,0,0,0,2,1,12,1,0.976498926,24,0
12721,2,NO,1,1,23,F,0,0,1,0,1,1,24,1,0.653539242,24,0
12723,2,NO,1,1,26,M,2,0,1,0,1,1,48,0,0.837493431,12,0
12725,1,NO,1,0,36,F,0,1,0,0,2,0,240,1,0.853504489,36,0
12727,1,NO,1,1,24,F,2,0,0,0,1,1,24,0,0.895381039,24,1
12729,2,NO,1,0,31,M,2,1,0,0,1,2,60,1,0.998389694,24,0
12731,1,NO,1,1,29,F,3,0,0,1,3,1,24,1,0.793896524,36,1
12733,2,NO,1,1,24,F,2,0,1,0,1,1,12,0,0.599863287,24,1
12735,0,YES,1,0,50,F,2,1,0,0,1,0,36,0,0.725195359,24,1
12737,2,NO,0,1,37,F,1,1,1,0,1,1,24,2,0.919711052,24,1
12739,1,NO,1,0,30,F,1,1,1,1,1,1,72,1,0.774667631,18,1
12741,1,NO,1,1,31,M,1,1,1,1,1,1,87,3,0.848423788,36,1
12743,2,NO,1,1,35,M,3,1,0,0,2,1,168,1,0.855567526,24,0
12745,0,YES,1,1,26,F,0,0,1,0,3,1,12,0,0.821341744,24,1
12747,0,YES,1,1,26,F,0,0,1,0,1,1,12,0,0.821341744,24,0
12749,0,YES,1,1,24,F,0,0,1,1,1,1,60,1,0.868725869,12,0
12751,0,YES,1,1,24,F,0,0,1,1,1,1,12,0,0.856340887,24,1
12753,0,YES,1,1,23,F,0,0,1,1,1,1,6,0,0.73914686,24,1
12755,1,NO,1,1,33,F,3,1,0,0,2,1,24,1,0.821274289,24,1
12757,0,YES,1,1,28,F,3,0,1,0,1,1,84,1,0.842692077,24,1
12759,2,NO,1,1,45,F,1,1,1,0,4,1,39,1,0.859032729,12,1
12761,0,YES,1,1,49,F,1,1,0,0,4,1,180,1,0.724878061,36,1
12763,2,NO,1,1,51,F,3,1,0,2,4,1,26,0,0.702684574,36,1
12765,2,NO,1,0,25,F,2,0,1,0,1,0,48,0,0.693641618,18,0
12767,0,YES,1,1,27,F,2,1,0,0,1,1,12,2,0.617684302,12,0
12769,2,NO,1,1,33,F,2,1,0,0,1,1,137,3,0.857134957,24,1
12771,2,NO,1,1,46,F,3,1,0,0,2,1,36,1,0.837681298,24,0
12773,0,YES,1,1,23,F,3,0,1,0,2,1,24,0,0.846329847,24,0
12775,0,YES,1,1,24,F,3,0,0,1,1,1,24,0,0.796178344,24,1
12777,1,NO,1,1,24,F,3,0,1,0,1,1,24,1,0.869212493,24,1
12779,2,NO,1,1,26,F,3,0,0,0,2,1,36,2,0.518944999,24,0
12781,2,NO,1,0,30,M,2,1,0,0,1,2,36,0,0.766468426,24,0
12783,2,NO,1,0,49,F,3,1,1,0,1,0,180,1,0.476426421,24,1
12785,0,YES,1,1,34,F,3,0,0,0,1,1,18,0,0.796178344,24,0
12787,2,NO,0,1,28,F,3,0,0,0,1,1,24,1,0.730492046,24,0
12789,2,NO,1,1,37,M,3,1,0,1,1,1,65,0,0.853341608,24,1
12791,0,YES,1,1,21,F,3,0,1,0,1,1,24,1,0.581954747,24,1
12793,0,YES,1,1,21,F,3,0,1,0,1,1,24,1,0.581954747,24,1
12795,2,NO,1,1,35,F,3,0,1,1,1,1,12,0,0.673211781,18,1
12797,2,NO,0,0,23,F,3,0,1,0,1,0,36,1,0.557232412,24,0
12799,0,YES,1,0,28,F,3,0,0,0,1,0,24,0,0.847963447,36,0
12801,1,NO,1,1,27,F,2,0,1,0,2,1,48,2,0.718597298,12,0
12803,2,NO,0,1,43,F,0,0,1,0,2,1,84,1,0.718628282,24,0
12805,2,NO,1,1,44,F,2,1,1,0,1,1,288,3,0.690340287,18,1
12807,2,NO,1,0,31,F,2,1,1,0,1,2,24,1,0.77263218,36,0
12809,2,NO,1,1,21,F,0,0,0,0,1,1,24,0,0.660631958,24,1
12811,2,NO,1,1,36,F,2,0,1,0,1,1,84,0,0.675866652,36,0
12813,2,NO,1,0,30,F,2,1,1,0,1,1,48,0,0.768840435,36,1
12815,2,NO,1,1,33,F,0,0,1,0,1,1,96,0,0.884663474,36,0
12817,0,YES,1,1,31,M,1,1,1,0,1,1,24,1,0.89941441,24,0
12819,0,YES,1,0,52,F,1,1,0,0,1,0,120,1,1,36,1
12821,2,NO,1,0,21,M,2,1,0,0,1,1,150,0,0.740626447,12,0
12823,0,YES,1,1,25,F,1,0,1,0,1,1,29,1,0.405330912,36,0
12825,0,YES,1,1,21,F,3,0,1,0,2,1,276,1,0.707669009,24,0
12827,1,NO,1,0,44,F,3,1,0,0,1,0,48,1,0.849372385,24,1
12829,2,NO,1,0,27,F,3,1,1,1,1,0,60,1,0.720720721,24,0
12831,2,NO,1,0,50,F,2,1,1,0,1,1,24,1,0.834747386,24,1
12833,0,YES,1,1,49,F,2,1,1,0,1,1,180,0,0.833755174,24,0
12835,2,NO,1,1,29,F,3,0,0,0,2,1,36,1,0.873831059,24,0
12837,1,NO,1,0,21,M,2,0,0,0,1,0,12,1,0.909673138,24,0
12839,1,NO,1,0,52,F,3,1,1,0,2,1,336,2,0.84792883,24,1
12841,2,NO,1,1,51,F,2,1,0,1,1,1,98,0,0.565502993,12,0
12843,2,NO,1,1,47,F,3,0,1,0,1,1,144,0,0.467223559,24,0
12845,2,NO,0,0,25,F,3,0,1,0,1,0,84,1,0.845570619,24,0
12847,2,NO,0,0,32,F,3,0,1,0,1,1,96,0,0.524040351,12,0
12849,2,NO,0,1,36,F,3,1,0,0,2,1,72,0,0.836530943,36,0
12851,2,NO,0,1,29,F,3,0,0,0,2,1,36,0,0.75886707,24,0
12853,2,NO,1,1,36,F,3,1,0,0,2,1,300,3,0.755929321,24,1
12855,2,NO,0,1,32,M,3,0,0,0,1,1,30,1,0.996698787,18,0
12857,0,YES,1,1,39,F,3,0,0,0,1,1,24,0,0.859791533,36,1
12859,1,NO,1,1,26,F,1,0,0,1,4,1,49,2,0.700447094,24,1
12861,1,NO,1,0,27,F,1,1,0,2,4,0,85,3,0.651839491,36,0
12863,2,NO,1,0,36,F,3,1,0,0,2,0,48,3,0.899237254,24,0
12865,1,NO,1,1,28,F,2,1,0,1,1,1,72,1,0.994813921,36,0
12867,1,NO,1,1,25,F,2,1,1,0,2,1,24,0,0.800973984,24,0
12869,1,NO,1,0,44,F,2,0,0,0,2,1,360,0,0.837686016,24,0
12871,2,NO,1,0,26,F,2,1,0,0,1,0,60,1,0.702479887,24,0
12873,2,NO,0,1,39,F,3,1,0,0,2,1,72,0,0.8389555,24,1
12875,2,NO,1,1,29,F,1,0,1,0,1,1,15,1,0.995930606,24,0
12877,0,YES,0,1,24,F,1,0,1,0,1,1,1,0,0.899805831,24,1
12879,1,NO,1,1,47,F,3,1,1,0,1,1,168,1,0.823109787,12,1
12881,0,YES,1,1,26,F,3,0,0,0,1,1,60,0,0.091164397,18,0
12883,0,YES,1,0,48,F,1,1,0,0,4,0,120,0,0.768238415,24,0
12885,0,YES,1,0,25,F,0,1,0,2,4,0,120,0,0.75374335,36,0
12887,2,NO,1,1,38,F,1,1,1,2,4,1,245,2,0.730027548,36,1
12889,2,NO,1,1,27,F,2,1,0,0,3,1,48,2,0.86618696,24,1
12891,0,YES,1,1,20,F,1,0,1,0,3,1,12,0,0.837518464,36,1
12893,2,NO,1,1,27,F,2,1,0,0,3,1,48,2,0.86618696,24,1
12895,2,NO,1,0,40,F,3,1,0,1,3,0,120,1,1,24,1
12897,0,YES,1,1,24,F,1,0,1,1,3,1,12,0,0.71819754,36,1
12899,2,NO,0,1,21,F,1,0,1,1,1,1,24,1,0.899548424,36,1
12901,2,NO,1,1,48,F,3,1,1,1,1,1,305,1,0.728801682,12,1
12903,0,YES,1,1,27,F,1,0,0,0,1,1,4,1,0.99076606,24,0
12905,2,NO,1,0,25,F,2,1,0,0,1,2,96,3,0.825040831,36,0
12907,0,YES,1,0,38,M,0,1,1,0,1,0,60,1,0.767519815,18,1
12909,1,NO,1,1,46,F,3,1,1,0,2,1,180,3,0.738942257,24,1
12911,2,NO,1,0,36,M,3,1,0,0,2,1,60,0,0.890252113,24,0
12913,2,NO,1,1,38,F,2,0,1,1,1,1,24,2,0.800243274,24,0
12915,1,NO,1,0,31,F,2,1,0,0,1,0,144,1,0.810838906,24,1
12917,2,NO,1,1,33,F,1,1,1,0,4,1,36,2,0.774322424,24,0
12919,2,NO,1,1,40,M,2,1,0,0,1,1,24,0,0.899782311,24,1
12921,1,NO,1,1,26,F,3,0,1,0,2,1,36,2,0.808536384,36,0
12923,1,NO,1,1,42,F,3,1,1,0,2,1,12,3,0.849924525,24,0
12925,2,NO,1,1,23,F,1,0,1,0,1,1,17,0,0.066974078,18,0
12927,1,NO,1,1,27,F,2,1,0,0,1,1,27,0,0.77989179,36,1
12929,2,NO,0,1,27,F,3,1,0,0,1,0,12,0,0.765752625,12,0
12931,0,NO,1,0,29,F,0,0,1,1,2,2,120,0,0.802309031,24,1
12933,2,NO,1,0,42,F,3,1,0,0,1,0,132,2,1,36,0
12935,1,NO,1,0,31,M,3,0,0,0,1,0,36,1,1,36,0
12937,0,YES,1,0,33,F,3,1,1,1,1,0,180,2,0.84999969,36,0
12939,0,YES,1,1,50,F,1,1,0,0,4,1,60,1,0.842408054,36,0
12941,2,NO,1,1,26,F,0,1,1,0,1,1,72,2,0.899733574,24,0
12943,2,NO,0,1,48,F,0,1,0,0,1,1,300,1,0.946119462,36,1
12945,0,YES,1,0,24,F,1,1,1,0,4,2,36,2,0.849318142,24,1
12947,2,NO,1,1,34,F,1,1,1,0,2,1,120,2,0.077265744,24,0
12949,0,YES,1,1,35,F,1,0,0,0,2,1,240,2,0.007507906,12,0
12951,1,NO,1,1,29,F,1,1,0,0,2,1,84,2,0.768729642,24,1
12953,1,NO,1,1,30,F,1,1,1,0,2,1,24,2,0.707479064,12,0
12955,2,NO,1,1,26,F,0,0,0,0,2,1,72,2,0.47957665,12,0
12957,2,NO,1,1,34,F,1,0,0,0,2,1,120,2,0.772659733,24,1
12959,0,YES,1,0,23,F,0,0,0,0,2,2,60,0,0.750794109,12,1
12961,2,NO,0,1,32,F,0,0,1,0,2,1,24,2,0.750794109,24,0
12963,2,NO,1,1,55,F,1,1,0,0,2,1,252,2,0.74267101,12,0
12965,0,YES,1,1,27,F,0,0,0,0,2,1,84,1,0.736355761,18,1
12967,2,NO,1,1,43,F,3,1,1,0,4,1,60,2,0.765523107,36,0
12969,2,NO,1,1,28,F,1,1,0,0,2,1,18,1,0.848066695,18,0
12971,2,NO,1,0,48,F,1,1,0,0,2,2,120,1,0.744634906,18,1
12973,1,NO,1,0,36,F,2,1,0,0,4,0,120,1,0.438898715,24,1
12975,2,NO,0,1,32,F,1,0,1,0,4,1,36,2,0.887676914,24,0
12977,2,NO,0,1,23,F,1,0,0,0,4,1,12,0,0.396937908,12,0
12979,2,NO,1,1,22,F,1,0,1,0,2,1,12,3,0.894983029,24,0
12981,0,YES,1,0,24,F,3,0,1,0,4,1,60,1,0.448204063,24,0
12983,0,YES,1,0,32,F,1,0,1,0,4,0,36,1,0.878933938,24,1
12985,2,NO,1,0,53,F,2,1,1,0,4,0,240,1,0.770197111,18,0
12987,2,NO,0,1,33,F,3,1,1,0,4,0,96,1,0.822228523,24,1
12989,2,NO,1,1,24,F,2,0,1,0,4,1,27,0,0.681332578,36,0
12991,2,NO,0,1,23,F,1,0,1,0,4,1,5,1,0.795386757,24,1
12993,1,NO,0,1,29,F,3,1,1,0,4,1,36,2,0.77988685,12,0
12995,2,NO,1,1,46,F,3,1,0,0,4,1,240,1,0.7371704,36,1
12997,1,NO,1,1,21,F,3,1,1,0,4,1,72,1,0.7371704,36,1
12999,1,NO,1,1,37,F,3,1,1,0,4,0,48,0,0.588795052,24,1
13001,2,NO,1,1,35,F,3,1,1,0,4,1,12,0,0.738193058,12,1
13003,2,NO,1,1,50,F,3,1,1,0,1,1,12,3,0.082813994,12,0
