APP_ID, CIBIL_SCORE_VALUE ,NEW_CUST,CUS_CATGCODE , EMPLOYMENT_TYPE ,AGE, SEX  , NO_OF_DEPENDENTS , MARITAL , EDU_QUA,  P_RESTYPE , P_CATEGORY , EMPLOYEE_TYPE ,  MON_IN_OCC , INCOM_EXP_GMI ,LTV, TENURE ,STATUS
14191,2,NO,1,0,23,F,1,0,0,0,2,0,24,1,0.853331469,24,1
14193,0,YES,1,1,39,F,1,1,0,0,2,1,24,0,0.438931426,18,0
14195,1,NO,1,0,29,F,1,0,0,0,2,0,96,1,0.659382686,24,0
14197,1,NO,1,1,34,F,1,1,0,0,2,1,24,0,0.580138166,24,1
14199,2,NO,1,0,28,F,1,1,0,0,2,0,48,1,0.858214478,18,0
14201,0,YES,0,1,22,F,2,1,0,0,2,1,36,0,0.736319343,24,0
14203,0,YES,1,1,42,M,2,1,1,0,2,1,156,1,0.796385386,24,1
14205,1,NO,0,1,24,F,0,0,1,0,2,1,6,0,0.657656769,18,1
14207,2,NO,1,1,31,F,0,0,1,0,2,1,24,1,0.563227972,24,0
14209,2,NO,0,1,36,F,1,1,1,0,1,1,4,2,0.832463031,18,0
14211,0,YES,0,0,51,F,2,0,1,0,1,1,180,1,0.809902337,24,0
14213,2,NO,0,1,28,F,2,1,1,0,2,1,18,1,0.837177516,18,1
14215,1,NO,0,0,36,F,2,1,0,0,2,0,78,1,0.835840856,36,0
14217,1,NO,0,0,38,M,2,1,0,0,2,0,120,0,0.853795027,24,1
14219,2,NO,1,0,34,F,2,1,0,0,2,0,360,1,0.796041644,24,0
14221,2,NO,1,1,24,F,3,1,1,0,2,1,36,0,0.816921182,24,0
14223,2,NO,1,0,37,F,2,1,0,0,2,0,144,1,0.657349028,24,0
14225,0,YES,0,1,41,M,0,1,1,0,1,1,12,1,0.898268398,18,1
14227,2,NO,1,0,29,F,0,1,1,0,1,1,144,1,0.863443729,18,0
14229,0,YES,1,1,19,F,1,0,0,2,4,1,24,0,0.760542781,18,0
14231,1,NO,1,0,22,F,0,0,1,0,1,1,96,1,0.935146444,24,0
14233,2,NO,1,0,24,F,2,0,0,0,3,0,60,3,0.829072603,24,1
14235,0,YES,1,1,28,F,2,1,0,0,3,1,2,2,0.872024051,24,1
14237,1,NO,1,1,33,F,2,1,1,1,1,0,36,0,0.830464456,24,1
14239,0,YES,1,1,30,F,2,1,0,1,1,0,36,0,0.850042502,24,0
14241,2,NO,1,1,42,F,2,1,1,0,1,0,60,0,0.830927399,24,0
14243,0,YES,1,0,37,F,2,1,0,1,1,0,36,1,0.891711252,36,0
14245,2,NO,1,1,26,M,2,1,1,1,1,1,6,3,1,36,1
14247,1,NO,1,1,20,F,2,1,0,0,1,1,18,0,0.812400481,24,1
14249,0,YES,1,0,39,F,3,1,0,0,1,0,24,1,0.796770424,36,0
14251,2,NO,1,1,45,F,3,1,0,0,1,1,120,0,0.844252924,18,0
14253,2,NO,1,0,22,F,2,0,1,0,1,0,24,1,0.899511694,12,0
14255,2,NO,1,0,24,F,3,0,0,0,1,0,12,1,0.604095769,36,0
14257,1,NO,1,1,35,F,3,1,1,1,1,1,24,0,0.840031863,24,1
14259,0,YES,1,0,26,F,0,0,0,0,2,2,96,3,0.609263857,12,0
14261,2,NO,1,0,33,F,3,1,0,0,1,0,61,0,0.776470588,18,1
14263,1,NO,1,1,47,F,2,1,0,0,1,1,36,0,0.811242952,24,0
14265,0,YES,1,0,48,M,2,1,0,0,1,0,60,0,0.775594623,24,0
14267,1,NO,1,1,37,F,2,1,1,0,1,1,120,0,0.849854118,24,1
14269,1,NO,1,1,33,F,2,0,0,1,1,1,24,0,0.849854118,24,1
14271,0,YES,1,0,20,M,2,0,1,0,1,1,36,0,1,24,1
14273,1,NO,1,1,20,F,2,0,0,2,1,1,12,0,0.824733175,24,0
14275,2,NO,1,1,28,F,2,0,0,2,1,1,24,0,0.898891149,24,0
14277,2,NO,1,1,51,F,2,1,1,0,1,1,360,1,0.777145699,12,0
14279,1,NO,1,0,27,F,2,0,1,0,1,0,60,0,0.748091603,18,1
14281,2,NO,1,1,22,F,2,0,0,0,1,1,24,0,0.752605172,12,0
14283,0,YES,1,1,38,F,2,1,0,0,1,1,24,0,0.849910926,24,0
14285,1,NO,1,1,35,M,2,1,1,0,1,1,12,1,0.893129771,18,0
14287,1,NO,1,1,20,F,2,0,0,1,1,1,24,0,0.788990826,24,0
14289,2,NO,1,0,28,F,2,1,0,0,1,0,84,1,0.848569809,18,1
14291,2,NO,1,0,31,F,2,0,0,0,1,0,180,1,0.669230769,18,0
14293,0,YES,1,1,35,F,2,0,1,1,1,1,36,1,0.953464323,36,1
14295,0,NO,1,1,20,F,2,0,0,2,1,1,24,0,0.809258615,24,0
14297,0,YES,1,0,30,F,2,0,0,0,1,0,120,0,0.781914894,24,0
14299,1,NO,1,0,28,F,0,0,1,0,4,0,60,1,0.838235294,24,1
14301,2,NO,0,1,26,F,0,0,1,1,2,1,2,1,0.897487572,36,0
14303,2,NO,1,1,49,F,3,1,0,0,4,1,204,0,0.772862683,24,0
14305,0,YES,1,1,28,F,3,1,0,1,4,1,36,1,0.734669514,24,1
14307,0,YES,1,1,23,F,3,0,1,0,1,1,17,0,0.837871806,18,0
14309,0,YES,1,0,53,F,3,1,0,0,1,0,240,0,0.776613022,24,0
14311,2,NO,1,0,45,F,2,1,0,0,3,0,48,0,0.86647335,18,0
14313,0,YES,1,1,32,F,2,1,0,0,1,1,48,0,0.84576084,18,0
14315,1,NO,1,1,30,F,2,1,0,1,1,1,24,1,0.893745468,18,1
14317,0,YES,1,1,23,M,1,0,0,2,4,1,36,1,0.80832031,24,0
14319,1,NO,1,1,26,F,1,0,0,0,4,1,72,1,0.854700855,24,0
14321,2,NO,1,0,48,F,1,1,0,0,4,0,240,0,0.758280771,18,0
14323,0,YES,1,1,20,F,1,0,0,0,4,1,17,0,0.741047117,24,0
14325,0,YES,1,0,40,F,1,1,0,1,4,2,156,0,0.792748078,18,0
14327,2,NO,1,0,27,F,1,0,0,0,4,2,36,0,0.758280771,18,0
14329,2,NO,1,0,27,F,1,0,0,0,4,2,36,0,0.758280771,18,1
14331,1,NO,1,0,50,F,2,1,0,0,2,0,144,1,0.756544107,12,1
14333,0,YES,1,1,26,F,0,0,0,0,2,1,24,0,0.878334418,24,1
14335,2,NO,1,1,30,F,2,1,1,1,3,1,120,0,0.89947344,24,0
14337,0,YES,1,1,20,F,2,0,1,1,4,1,72,0,0.800243274,24,0
14339,2,NO,0,1,29,F,0,0,0,0,2,1,24,2,0.775068626,24,0
14341,2,NO,1,1,27,F,0,0,1,0,2,1,12,0,0.825875175,24,0
14343,2,NO,1,1,44,F,2,1,0,0,2,1,12,1,0.917722047,18,0
14345,2,NO,1,1,44,F,2,1,0,0,2,1,12,1,0.917722047,18,0
14347,2,NO,1,0,52,M,2,1,0,0,2,0,96,0,0.836022294,24,0
14349,2,NO,1,1,22,F,1,0,1,0,1,1,7,0,0.757262839,36,0
14351,2,NO,0,1,41,F,0,1,1,0,1,1,204,2,1,24,0
14353,2,NO,1,0,29,F,3,1,1,0,2,0,12,1,0.886598973,24,0
14355,2,NO,1,1,26,F,3,0,1,0,2,1,24,0,0.993178432,36,1
14357,0,YES,1,1,23,M,1,0,1,0,4,1,12,0,0.631565976,12,0
14359,1,NO,1,1,38,F,0,0,1,0,1,1,36,1,0.521595058,24,1
14361,0,YES,1,1,28,F,0,0,1,0,1,1,132,1,0.539916789,24,0
14363,2,NO,1,1,25,M,3,0,1,0,2,1,12,1,0.770774789,18,0
14365,2,NO,1,1,33,F,3,1,1,0,2,1,156,2,0.615998029,24,0
14367,2,NO,1,0,27,F,3,0,1,0,2,0,48,0,0.687463717,36,0
14369,2,NO,1,1,37,F,3,1,0,0,4,1,12,0,0.764831413,24,1
14371,2,NO,1,1,46,F,3,1,0,1,4,1,60,1,0.764831413,12,1
14373,2,NO,1,1,28,F,2,0,0,1,4,1,48,1,0.751181494,12,1
14375,2,NO,1,1,41,F,1,1,0,0,2,1,96,0,0.839790211,24,0
14377,2,NO,1,0,32,M,1,1,0,0,2,0,48,0,0.792254916,24,0
14379,2,NO,1,1,39,F,1,1,0,0,2,1,144,1,0.852811877,24,0
14381,2,NO,1,1,38,M,1,1,1,0,1,2,24,1,0.887325506,12,0
14383,0,YES,1,1,22,F,1,0,1,0,1,1,2,0,0.881978245,12,0
14385,1,NO,1,1,27,F,0,1,1,1,2,1,48,0,0.849994546,24,0
14387,2,NO,1,1,44,M,0,1,1,0,2,1,24,1,0.844073629,18,0
14389,1,NO,0,0,50,F,0,1,1,0,2,2,120,2,0.848637697,36,1
14391,1,NO,1,0,32,F,0,1,1,1,2,0,24,2,0.704210474,24,0
14393,2,NO,1,1,28,F,1,1,0,0,2,1,84,0,0.510924043,12,0
14395,2,NO,0,1,25,F,0,0,1,0,2,1,2,1,0.849964941,24,0
14397,2,NO,1,1,27,F,0,0,1,0,1,1,72,1,0.514146264,12,0
14399,1,NO,1,1,28,M,1,1,1,0,1,1,24,0,0.88431292,24,0
14401,2,NO,1,0,29,F,1,1,1,0,2,2,36,1,0.903170604,24,0
14403,0,YES,1,1,22,F,1,0,0,0,1,1,36,0,0.800313592,24,0
14405,0,YES,1,1,49,F,0,1,0,0,1,1,36,1,0.453448207,12,1
14407,2,NO,1,1,30,F,2,1,1,1,2,1,60,0,0.597527157,12,0
14409,0,YES,1,1,24,F,3,0,1,0,1,1,17,0,0.691276096,18,1
14411,1,NO,0,1,29,F,3,1,0,1,1,1,18,0,0.866581164,24,1
14413,2,NO,1,0,42,F,3,0,0,0,1,0,24,1,0.428170678,18,0
14415,0,YES,1,1,24,M,3,0,1,0,1,1,24,0,0.898021309,36,1
14417,2,NO,1,1,24,F,3,0,0,0,2,1,36,0,0.75216824,24,0
14419,0,YES,1,1,22,F,3,0,1,0,2,1,36,0,0.811484819,18,1
14421,2,NO,1,1,36,F,0,0,1,0,1,1,180,1,0.804320349,24,0
14423,2,NO,1,1,35,F,0,0,1,0,1,1,24,1,0.775760469,18,0
14425,1,NO,1,1,27,F,0,0,1,0,1,1,48,1,0.767789687,24,1
14427,2,NO,1,1,26,F,2,0,1,0,3,1,7,1,0.319536459,36,0
14429,1,NO,1,0,46,F,2,1,0,0,3,2,216,0,0.594749551,24,1
14431,1,NO,1,1,24,F,2,0,0,0,3,2,24,0,0.481996031,24,1
14433,1,NO,1,1,29,F,2,0,1,0,3,1,1,1,0.673038094,36,0
14435,2,NO,1,1,24,F,2,0,1,0,3,1,12,1,0.826429823,36,0
14437,1,NO,1,0,23,F,2,0,1,0,3,0,24,1,0.464984406,24,1
14439,0,NO,1,1,34,F,1,1,0,1,4,1,12,0,0.849359947,36,0
14441,1,NO,1,1,21,F,0,0,1,0,4,1,36,1,0.77688005,36,1
14443,2,NO,1,1,25,F,0,0,1,0,1,1,36,0,0.961538462,36,1
14445,0,YES,1,1,18,F,0,0,0,0,4,1,36,1,0.569543165,24,1
14447,2,NO,0,1,35,F,0,1,1,1,2,1,4,2,0.885155144,36,0
14449,1,NO,1,0,39,F,3,1,1,1,4,0,60,0,0.933249698,24,1
14451,1,NO,1,1,22,F,3,0,0,1,4,1,72,1,0.589947901,12,0
14453,0,YES,1,1,21,M,3,0,1,1,4,1,24,0,0.887332349,12,0
14455,0,YES,1,0,25,F,3,0,0,0,4,0,72,0,0.689549494,18,1
14457,2,NO,1,1,29,F,2,0,0,1,3,1,12,2,0.838638889,36,1
14459,1,NO,1,0,43,F,3,1,0,0,4,2,36,1,0.844781202,24,1
14461,2,NO,1,0,34,F,3,1,0,0,4,2,12,1,0.745145378,18,0
14463,0,YES,0,1,48,F,3,1,0,1,4,1,72,0,0.984658387,24,0
14465,2,NO,1,0,40,F,3,1,0,0,4,0,24,1,0.779798032,18,1
14467,0,YES,1,1,43,F,3,1,0,0,4,1,120,1,0.888589288,18,0
14469,0,YES,1,1,32,F,3,1,0,1,3,1,12,0,0.585020399,24,1
14471,2,NO,0,1,31,F,3,0,0,0,4,1,72,1,0.689422723,24,1
14473,1,NO,1,1,29,F,3,1,1,1,4,1,24,0,0.844331867,12,1
14475,1,NO,1,1,42,F,3,1,1,1,4,1,84,0,0.795557119,18,1
14477,0,YES,1,1,26,F,3,0,0,0,4,1,12,1,0.847733185,24,1
14479,1,NO,1,1,32,F,3,1,1,1,4,1,48,0,1,18,1
14481,1,NO,1,1,31,F,3,1,1,1,4,1,24,0,0.945660871,24,0
14483,1,NO,1,1,40,F,3,0,1,1,4,1,120,0,0.825984192,24,0
14485,0,YES,1,1,23,F,3,0,1,0,2,1,12,1,0.581481403,12,0
14487,2,NO,0,1,27,F,0,0,1,0,2,1,2,2,0.619423346,12,1
14489,2,NO,1,1,25,M,1,0,1,0,4,1,36,0,0.777674752,18,0
14491,1,NO,1,0,45,F,3,1,0,1,4,2,120,1,0.815438978,12,1
14493,2,NO,1,1,43,F,2,0,0,0,4,0,120,0,0.785237534,24,0
14495,0,YES,1,1,53,F,2,1,0,1,4,1,120,0,0.802419604,24,1
14497,0,YES,1,0,35,M,3,1,1,1,4,0,60,0,0.789724639,24,1
14499,0,YES,1,1,27,F,2,0,1,0,1,1,96,0,0.801562318,24,0
14501,2,NO,1,1,27,F,2,0,1,0,4,0,60,1,0.816031888,24,0
14503,0,YES,1,1,21,F,0,0,1,0,4,1,12,0,0.702898334,12,0
14505,0,YES,1,1,24,F,2,0,0,1,2,1,24,3,0.581118131,24,0
14507,0,YES,1,1,33,F,3,1,1,0,4,1,24,0,0.868302469,24,0
14509,2,NO,1,1,37,F,2,0,0,0,2,1,120,0,0.8212608,24,1
14511,0,YES,1,1,30,F,2,1,1,0,4,1,60,3,0.818937544,24,0
14513,2,NO,1,1,35,F,3,1,1,0,4,1,36,1,0.797101449,24,0
14515,1,NO,1,1,32,F,3,1,1,1,4,1,120,0,0.940899286,24,1
14517,0,YES,1,1,27,M,3,0,1,0,4,1,24,0,0.581368664,12,0
14519,0,YES,1,1,44,F,3,1,1,1,4,1,36,0,0.841454646,24,0
14521,1,NO,1,1,38,F,3,1,1,0,4,1,60,0,0.867929987,24,0
14523,0,YES,1,1,34,M,3,0,0,0,4,1,24,2,0.611967015,24,0
14525,0,YES,1,1,22,F,3,0,1,1,4,1,36,2,0.90004661,18,0
14527,0,NO,1,1,30,F,3,0,1,0,4,1,48,0,0.837393423,24,0
14529,0,YES,1,1,34,F,3,0,0,1,4,1,24,0,0.844854071,24,0
14531,0,YES,1,1,51,F,3,1,0,1,3,1,312,1,0.844854071,24,1
14533,2,NO,1,1,26,F,3,0,0,0,4,1,24,0,0.838323353,24,0
14535,0,YES,1,1,25,F,3,0,1,1,4,1,36,0,0.822168088,24,1
14537,2,NO,1,1,25,F,3,0,1,0,4,1,24,0,0.84003205,36,0
14539,1,NO,1,0,27,F,3,1,1,1,4,1,48,0,0.795557119,18,1
14541,2,NO,1,1,20,F,3,0,1,0,4,1,24,0,0.841454646,24,0
14543,2,NO,1,1,28,F,3,1,1,1,4,1,120,0,0.940899286,24,0
14545,2,NO,1,0,30,F,3,1,1,1,4,0,24,0,0.913520097,36,1
14547,1,NO,1,1,37,F,3,1,1,1,4,1,48,0,0.933249698,24,1
14549,2,NO,1,0,38,F,3,1,1,0,4,0,360,1,0.841454646,12,0
14551,2,NO,1,1,51,F,3,1,1,0,4,1,48,0,0.933208905,24,0
14553,2,NO,1,1,42,F,3,1,1,1,4,1,96,0,0.673163716,12,1
14555,1,NO,1,0,27,F,3,1,1,1,4,1,48,0,0.795557119,18,1
14557,0,YES,1,0,25,F,3,0,1,1,4,0,36,0,0.749739497,24,0
14559,1,NO,1,1,34,F,3,1,1,1,4,1,60,0,0.795557119,24,1
14561,2,NO,1,1,38,F,3,1,1,1,4,1,36,0,0.82615547,12,1
14563,1,NO,1,1,29,F,3,1,1,1,4,1,36,0,0.940899286,24,1
14565,2,NO,1,1,41,F,3,1,1,0,4,1,96,3,1,24,0
14567,0,YES,1,1,21,M,3,0,1,0,4,1,24,2,0.856753821,24,0
14569,0,YES,1,1,21,F,3,1,1,0,4,1,24,2,0.883974349,12,1
14571,2,NO,1,1,46,F,3,1,1,0,4,1,24,3,0.764958769,24,1
14573,0,NO,1,1,21,F,2,0,0,1,4,1,60,2,1,18,0
14575,0,NO,1,1,30,F,3,1,0,1,4,1,36,2,0.814706187,36,0
14577,2,NO,1,1,25,F,3,1,1,0,4,1,48,3,0.740641988,12,0
14579,1,NO,1,0,39,F,3,1,0,1,4,1,120,3,0.772584717,24,1
14581,2,NO,1,1,28,F,3,1,1,0,4,1,36,2,0.841454646,36,0
14583,0,YES,1,1,25,F,3,0,0,0,4,1,120,2,0.62614207,24,1
14585,1,NO,1,1,24,F,3,1,0,0,4,1,60,2,0.904431715,18,0
14587,0,YES,1,1,21,F,1,0,0,0,2,1,12,3,0.748596382,24,0
14589,1,NO,1,1,37,M,1,1,1,0,4,1,60,0,0.789724639,24,1
14591,1,NO,1,1,31,F,2,1,1,0,4,1,36,1,0.848713042,24,1
14593,0,YES,1,1,22,F,1,0,1,1,4,1,48,0,0.617245849,12,0
14595,0,YES,1,1,27,F,2,0,0,0,4,1,29,1,0.658747103,24,0
14597,2,NO,1,0,42,F,2,1,0,0,4,0,120,1,0.768953125,18,0
14599,1,NO,1,1,31,F,3,0,1,1,4,1,60,0,0.867406455,24,1
14601,2,NO,1,1,31,F,3,1,1,0,4,1,108,3,0.939971477,24,0
14603,1,NO,1,1,35,F,3,1,1,1,4,1,120,2,0.819685305,24,1
14605,0,YES,1,1,33,F,3,1,1,1,4,1,24,0,0.940899286,24,0
14607,2,NO,1,1,40,F,3,1,1,0,4,1,120,1,0.737567283,24,0
14609,1,NO,1,1,33,F,2,0,1,0,4,1,17,0,0.783187573,24,1
14611,0,NO,1,1,49,F,2,1,0,1,4,1,120,0,0.759409559,18,1
14613,2,NO,1,0,31,F,1,1,1,2,2,0,36,0,0.878996051,24,0
14615,2,NO,1,1,39,M,1,1,0,0,2,1,60,1,0.796323639,24,1
14617,2,NO,1,1,36,F,1,1,1,0,2,1,144,1,0.842630881,36,0
14619,1,NO,1,0,38,F,0,1,0,0,2,0,60,1,0.952826118,36,1
14621,0,YES,1,1,36,F,1,1,0,0,2,1,108,0,0.847286665,36,0
14623,2,NO,1,0,50,F,0,1,1,0,2,0,204,1,0.658106185,36,0
14625,0,YES,1,1,25,F,0,0,1,0,1,1,12,1,0.910967397,36,0
14627,0,YES,1,1,26,F,3,1,1,0,1,1,12,1,1,36,0
14629,0,NO,1,1,27,F,0,0,1,0,4,1,3,3,0.919318051,24,1
14631,0,YES,1,0,42,F,2,0,1,0,4,0,36,3,0.863817494,18,0
14633,0,YES,1,0,23,F,0,0,0,0,2,0,48,0,0.380387234,12,0
14635,0,YES,1,0,22,F,0,0,0,0,2,0,36,0,0.419722144,24,0
14637,2,NO,1,1,26,F,1,0,1,0,2,1,36,1,0.731317133,36,0
14639,2,NO,1,0,28,F,2,1,0,1,2,2,120,0,0.713000746,12,0
14641,1,NO,1,1,31,F,2,1,1,1,2,1,60,0,0.759515646,36,1
14643,0,YES,1,1,27,F,1,0,1,0,2,1,12,0,0.777024453,24,0
14645,0,YES,1,1,27,F,0,0,0,1,4,1,2,0,0.731317133,24,1
14647,2,NO,0,0,40,F,2,1,0,0,2,2,156,1,0.807607138,36,1
14649,2,NO,1,0,41,F,2,1,0,0,1,2,240,1,0.749441522,36,0
14651,1,NO,1,1,41,F,2,1,1,0,1,1,12,2,0.777024453,24,1
14653,1,NO,1,0,22,F,0,0,1,2,2,2,60,1,0.059603885,24,0
14655,0,YES,1,0,46,F,0,0,0,0,2,2,240,1,0.479607681,36,1
14657,1,NO,1,1,36,F,0,1,0,2,1,1,60,1,0.599516789,36,1
14659,2,NO,0,0,40,F,0,1,0,0,2,2,36,1,0.599500416,18,0
14661,0,YES,0,0,27,F,0,0,0,2,2,2,60,1,0.599516789,24,1
14663,2,NO,1,0,38,F,2,1,1,0,4,0,180,2,0.940693507,36,0
14665,1,NO,1,1,37,F,2,1,0,0,2,1,108,0,0.897472668,24,1
14667,2,NO,1,1,54,M,2,1,0,0,1,1,120,0,0.822400627,24,0
14669,2,NO,1,0,44,M,2,1,0,0,1,0,24,0,0.862068966,24,0
14671,0,YES,1,1,28,F,1,0,1,0,1,1,84,0,0.819418308,24,0
14673,2,NO,1,1,35,F,2,1,1,0,1,1,2,2,0.969451612,36,0
14675,1,NO,1,1,23,M,0,1,1,0,2,1,12,1,0.631472594,18,0
14677,2,NO,1,0,37,F,2,1,0,0,2,0,240,0,0.53204551,24,0
14679,2,NO,1,0,38,F,2,1,0,0,2,0,120,1,0.395623585,12,1
14681,2,NO,1,1,21,F,0,0,0,1,2,1,60,0,0.728905476,24,0
14683,0,YES,1,1,36,F,2,1,0,0,1,1,108,0,0.77036207,36,1
14685,1,NO,1,0,24,F,0,0,1,0,1,0,36,0,0.772964784,36,1
14687,2,NO,1,1,28,F,0,0,1,0,1,1,12,0,0.077317276,18,0
14689,0,YES,1,0,39,F,0,0,1,0,2,0,72,1,0.643483147,24,0
14691,2,NO,1,1,31,F,2,1,1,0,1,1,12,1,0.72846272,36,0
14693,0,YES,1,0,29,F,2,1,0,0,2,0,72,1,0.407292303,18,0
14695,0,YES,1,0,21,F,0,0,1,0,4,1,36,1,0.760763616,24,1
14697,0,YES,1,1,27,F,0,0,1,0,2,1,36,0,0.849915603,36,0
14699,2,NO,1,0,33,F,1,1,1,0,2,0,156,1,0.846340617,36,0
14701,0,YES,1,1,40,F,0,1,0,0,2,1,48,0,0.628644802,24,0
14703,2,NO,1,0,33,M,1,1,0,0,2,0,48,1,0.746636613,24,0
14705,2,NO,1,0,45,F,1,1,0,0,1,0,60,0,0.837481236,24,0
14707,1,NO,1,0,34,F,1,1,0,0,2,0,72,0,0.790076637,24,0
14709,2,NO,1,0,28,F,0,0,1,0,2,0,84,0,0.763093999,36,0
14711,0,YES,1,0,53,F,1,1,0,0,2,0,300,1,0.589500987,36,0
14713,2,NO,1,0,29,F,2,1,0,0,2,0,84,1,0.633890312,36,0
14715,2,NO,1,1,49,F,2,1,0,0,1,1,48,1,0.842700973,24,0
14717,0,NO,1,1,35,M,3,1,0,0,1,0,53,0,0.650910715,36,1
14719,2,NO,0,0,53,F,2,1,1,0,4,0,240,1,0.818839079,36,1
14721,0,YES,0,1,25,F,1,0,1,0,3,1,36,0,0.841960833,24,0
14723,2,NO,1,1,37,F,0,1,1,2,1,1,60,3,0.788838216,18,1
14725,1,NO,1,1,24,F,1,1,0,0,2,1,60,2,0.839109588,24,0
14727,1,NO,1,0,21,F,0,0,1,0,4,0,24,3,0.864678899,24,0
14729,2,NO,1,1,36,F,2,1,1,0,4,1,36,2,0.898025261,24,0
14731,2,NO,1,0,29,F,2,1,0,0,1,0,36,1,0.602627456,18,0
14733,0,NO,1,1,32,F,2,1,0,1,1,1,3,0,0.848790126,36,0
14735,2,NO,1,0,41,F,2,1,1,0,2,2,180,0,0.715950248,24,0
14737,2,NO,1,0,25,F,0,0,0,0,2,0,60,0,0.62764395,24,0
14739,0,NO,1,1,34,F,1,1,0,0,2,1,12,0,0.782041999,36,0
14741,0,YES,1,1,24,F,2,0,0,1,1,1,24,0,0.836073008,36,0
14743,1,NO,1,1,28,M,2,1,0,1,1,1,48,0,0.846275604,36,1
14745,2,NO,1,1,52,F,2,1,0,1,1,1,24,0,0.845932809,36,1
14747,1,NO,1,1,39,F,2,1,0,1,1,1,216,0,0.632754684,18,1
14749,2,NO,1,1,54,F,2,1,0,0,1,1,60,1,0.579855506,12,0
14751,2,NO,1,1,23,F,0,0,1,0,1,1,24,1,0.88,36,0
14753,0,YES,1,1,26,F,0,0,1,0,1,1,12,2,0.79478868,24,1
14755,1,NO,1,1,32,F,2,1,0,0,1,1,24,1,0.79478868,24,1
14757,2,NO,1,1,52,F,0,1,1,0,1,1,240,2,0.727606333,18,0
14759,2,NO,0,1,27,F,2,0,1,0,2,1,24,1,0.836304926,24,0
14761,2,NO,1,1,42,F,3,1,0,0,1,1,30,3,0.977165192,18,1
14763,0,YES,1,1,26,F,0,0,0,0,1,1,48,0,0.848569254,18,1
14765,1,NO,1,0,52,F,0,1,0,0,2,2,84,0,0.716114752,24,1
14767,0,YES,1,0,33,F,0,1,0,2,4,0,120,0,0.657104428,36,0
14769,0,YES,1,1,25,F,0,0,1,2,4,0,30,0,0.476218244,12,0
14771,0,YES,1,1,25,F,0,0,0,2,4,0,15,0,0.376566787,18,0
14773,2,NO,1,0,40,F,1,1,0,2,4,0,60,0,0.745667671,36,0
14775,0,YES,1,1,25,F,1,1,0,2,4,0,29,0,0.57029921,36,0
14777,0,YES,1,0,21,F,2,0,0,0,2,0,24,0,0.784231714,36,0
14779,2,NO,1,0,50,F,2,1,0,0,2,2,96,1,0.520602858,36,1
14781,2,NO,0,0,27,F,0,0,1,0,2,0,48,1,0.846919331,24,1
14783,2,NO,1,0,42,F,2,1,1,0,2,0,300,0,0.63389433,36,0
14785,2,NO,1,0,24,F,2,1,0,0,2,2,72,1,0.599516789,36,0
14787,2,NO,1,0,35,F,2,1,0,0,1,0,120,0,0.717622368,24,1
14789,0,YES,1,0,26,F,1,0,1,0,1,0,24,1,0.589921284,24,1
14791,2,NO,1,1,33,F,1,0,1,0,1,1,24,1,0.674404332,36,1
14793,1,NO,1,0,27,F,1,0,1,0,1,0,60,1,0.570504897,24,0
14795,2,NO,0,0,38,F,2,1,1,0,2,0,120,1,0.451439245,24,0
14797,2,NO,1,0,39,F,0,1,0,0,2,0,120,0,0.569151964,36,1
14799,0,YES,1,0,30,F,2,1,1,0,2,0,36,0,0.640044525,36,0
14801,1,NO,1,0,34,F,2,1,1,0,2,0,120,0,0.507112249,24,1
14803,1,NO,1,0,36,F,2,1,0,0,2,0,204,1,0.599516789,36,0
14805,0,YES,0,0,24,F,3,1,0,0,2,0,60,0,0.755319149,36,1
14807,2,NO,1,0,28,F,1,1,1,0,1,0,216,1,0.587526454,24,0
14809,1,NO,1,1,27,F,1,1,1,0,1,1,40,1,0.959226863,36,0
14811,2,NO,1,0,22,F,1,0,1,0,1,0,48,1,0.599516789,24,0
14813,0,YES,1,0,25,F,1,0,1,0,1,0,24,1,0.627555387,18,0
14815,1,NO,1,1,23,M,2,1,1,0,1,1,24,0,0.955219948,36,0
14817,2,NO,1,1,46,F,2,1,1,0,1,1,36,0,0.787234043,24,0
14819,1,NO,1,1,24,F,0,0,1,0,1,1,5,0,0.888888889,36,0
14821,0,YES,1,0,23,M,1,1,0,0,1,0,24,0,0.899272309,36,0
14823,2,NO,1,1,26,F,0,0,1,0,1,1,36,1,1,36,0
14825,1,NO,1,0,38,F,2,1,0,0,1,2,240,1,0.715531226,36,0
14827,2,NO,1,1,35,F,2,1,0,0,1,2,60,1,0.768840435,36,1
14829,2,NO,1,0,41,F,3,1,0,0,1,2,180,1,0.895038329,36,0
14831,2,NO,1,1,28,M,2,1,1,0,1,1,17,1,0.740106704,36,1
14833,0,NO,1,1,22,F,0,0,0,0,1,1,24,0,0.744941337,36,0
14835,0,YES,1,1,21,F,2,0,0,1,1,1,12,0,0.838886339,24,0
14837,0,YES,1,1,48,M,0,1,0,0,4,1,36,0,0.89867555,24,1
14839,1,NO,1,1,26,F,1,1,0,0,4,1,24,0,0.89867555,36,0
14841,1,NO,1,0,53,F,1,1,0,0,4,0,240,1,0.89867555,24,0
14843,0,YES,1,1,27,F,1,1,1,0,4,1,84,1,0.668921576,18,0
14845,2,NO,1,0,38,F,1,1,0,0,4,0,300,3,0.755667506,12,0
14847,0,YES,1,1,24,F,2,1,0,0,4,1,24,0,0.897034532,24,0
14849,1,NO,1,0,35,F,0,0,0,0,4,0,120,1,0.991305761,12,1
