Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-Dec-18,18.55,18.55,18.4,18.4,18.48483536,2308,11,42663,2308,100,0.15,-0.15
27-Dec-18,18.05,18.55,17.85,18.55,18.16288998,3045,14,55306,2353,77.27,0.7,0.5
26-Dec-18,18.25,18.25,17.8,17.85,17.80882353,544,9,9688,544,100,0.45,-0.4
24-Dec-18,18.25,18.45,17.75,18,18.1319623,3501,17,63480,3501,100,0.7,-0.25
21-Dec-18,18.35,18.4,18.05,18.05,18.19358125,3926,8,71428,3925,99.97,0.35,-0.3
20-Dec-18,18.25,18.5,18.25,18.35,18.35406248,16997,24,311964,16997,100,0.25,0.1
19-Dec-18,18.25,18.3,15,18.2,18.20117125,21857,63,397823,21452,98.15,3.3,-0.05
18-Dec-18,19.25,19.25,18.45,18.45,18.4915369,13293,34,245808,13293,100,0.8,-0.8
17-Dec-18,20.1,20.1,19.5,19.55,19.74320988,810,12,15992,810,100,0.6,-0.55
14-Dec-18,19.4,20.05,19.1,20.05,19.77493261,742,23,14673,742,100,0.95,0.65
13-Dec-18,20.3,20.3,20.1,20.1,20.22058824,68,5,1375,68,100,0.2,-0.2
12-Dec-18,20.3,20.3,20.3,20.3,20.3,1000,15,20300,1000,100,0,0
11-Dec-18,21,21,21,21,21,10087,32,211827,10087,100,0,0
10-Dec-18,21.8,21.8,21.65,21.8,21.79866889,2404,11,52404,2404,100,0.15,0
07-Dec-18,22.6,22.6,22.5,22.5,22.53372164,3262,10,73505,3262,100,0.1,-0.1
06-Dec-18,23.55,23.55,23.55,23.55,23.54991443,7012,18,165132,7012,100,0,0
05-Dec-18,24.6,24.6,24.5,24.6,24.59804284,5416,10,133223,5416,100,0.1,0
04-Dec-18,25.65,25.65,25.65,25.65,25.64945382,1007,3,25829,1007,100,0,0
03-Dec-18,26.95,26.95,26.95,26.95,26.95,5300,23,142835,5300,100,0,0
30-Nov-18,28.35,28.35,28.35,28.35,28.34989474,4750,12,134662,4750,100,0,0
29-Nov-18,29.8,29.8,29.8,29.8,29.8,5,1,149,5,100,0,0
28-Nov-18,31.35,31.35,31.3,31.35,31.34032674,5815,12,182244,5815,100,0.05,0
27-Nov-18,34.15,34.15,32.6,32.8,33.4831553,6085,30,203745,6085,100,1.55,-1.35
26-Nov-18,35,35,33.85,33.85,33.95172414,290,10,9846,290,100,1.15,-1.15
22-Nov-18,35.25,35.25,34,35.05,34.75187526,11865,35,412331,11865,100,1.25,-0.2
21-Nov-18,35.65,35.65,35.05,35.05,35.16006137,3911,23,137511,3911,100,0.6,-0.6
20-Nov-18,36.35,36.35,35.5,35.5,35.99763103,3377,40,121564,3377,100,0.85,-0.85
19-Nov-18,36.35,36.5,36.15,36.25,36.43821839,696,17,25361,696,100,0.35,-0.1
16-Nov-18,36.95,36.95,35.05,36.25,36.28281938,1135,36,41181,1135,100,1.9,-0.7
15-Nov-18,36.65,36.75,36.6,36.75,36.60364561,4718,22,172696,4718,100,0.15,0.1
14-Nov-18,36.8,36.8,36.2,36.65,36.62466488,3357,30,122949,3357,100,0.6,-0.15
13-Nov-18,36,36.75,35.75,36.6,36.26020804,6441,46,233552,6441,100,1,0.6
12-Nov-18,36,36,35,35.2,35.58547372,5879,48,209207,5879,100,1,-0.8
09-Nov-18,36,36,35.55,35.55,35.72972973,37,7,1322,37,100,0.45,-0.45
07-Nov-18,35.1,36.5,35,36,35.39956332,458,10,16213,458,100,1.5,0.9
06-Nov-18,35.4,35.4,33,35.05,34.16129032,1736,34,59304,1736,100,2.4,-0.35
05-Nov-18,35.5,35.6,34.5,34.5,35.48664825,2172,24,77077,2172,100,1.1,-1
02-Nov-18,35.3,35.6,35.05,35.05,35.34311224,784,17,27709,784,100,0.55,-0.25
01-Nov-18,35.75,35.75,33.85,35,35.20049769,5626,33,198038,5626,100,1.9,-0.75
31-Oct-18,34.4,35.65,34,35.6,34.32404358,3947,33,135477,3947,100,1.65,1.2
30-Oct-18,35.75,35.8,34.5,35,35.64786427,6719,40,239518,6719,100,1.3,-0.75
29-Oct-18,35.25,35.4,35.15,35.4,35.30566948,4145,45,146342,4145,100,0.25,0.15
26-Oct-18,35.6,35.7,35.55,35.65,35.56216844,6032,36,214511,6032,100,0.15,0.05
25-Oct-18,35.75,35.85,33.5,35.5,35.43951693,5051,30,179005,5051,100,2.35,-0.25
24-Oct-18,35.5,35.6,35.25,35.25,35.55171138,5405,35,192157,5405,100,0.35,-0.25
23-Oct-18,37.2,37.2,35,35,36.650261,2682,33,98296,2682,100,2.2,-2.2
22-Oct-18,37.2,37.4,36.6,36.8,36.72910253,4223,52,155107,4223,100,0.8,-0.4
19-Oct-18,36.25,37.8,36.1,37.2,36.38397436,1560,32,56759,1560,100,1.7,0.95
17-Oct-18,35.7,37,35.7,36,36.07804202,4331,42,156254,4331,100,1.3,0.3
16-Oct-18,36,36,35,35.5,35.43633829,4304,16,152518,4304,100,1,-0.5
15-Oct-18,36.25,36.35,34.5,34.5,35.86387435,3247,22,116450,3247,100,1.85,-1.75
12-Oct-18,36.9,36.9,35.15,35.9,35.91840731,4596,23,165081,4596,100,1.75,-1
11-Oct-18,37.6,37.6,37,37,37.49230769,65,8,2437,65,100,0.6,-0.6
10-Oct-18,39.1,39.1,37.95,37.95,38.41515651,607,20,23318,607,100,1.15,-1.15
09-Oct-18,40.25,40.25,39.3,39.3,39.79015056,3188,21,126851,3188,100,0.95,-0.95
08-Oct-18,41.25,41.3,40,40,40.77137546,1076,33,43870,1076,100,1.3,-1.25
05-Oct-18,42.5,42.5,40.45,41.95,41.8889268,5861,31,245511,5861,100,2.05,-0.55
04-Oct-18,43.1,43.1,42.55,42.55,42.89724771,545,14,23379,545,100,0.55,-0.55
03-Oct-18,49.1,49.1,44.5,44.7,45.94609795,15825,296,727097,15825,100,4.6,-4.4
01-Oct-18,49.7,49.7,45.6,46.8,47.42051212,7303,318,346312,7303,100,4.1,-2.9
28-Sep-18,49.65,50.2,47.4,47.6,50.06794973,7638,69,382419,7638,100,2.8,-2.05
27-Sep-18,49.5,49.85,47.35,49.85,49.33276956,7095,101,350016,7095,100,2.5,0.35
26-Sep-18,49.75,49.8,47.3,49.75,48.72416357,4035,107,196602,4035,100,2.5,0
25-Sep-18,49.6,49.8,49.3,49.65,49.64407451,2523,130,125252,2523,100,0.5,0.05
24-Sep-18,49.75,49.9,49.3,49.4,49.7136,3125,59,155355,3125,100,0.6,-0.35
21-Sep-18,50.15,50.25,49.5,49.6,50.03799922,5158,97,258096,5158,100,0.75,-0.55
19-Sep-18,50.9,50.9,49.05,50.1,50.52523273,2041,47,103122,2041,100,1.85,-0.8
18-Sep-18,51.25,51.4,51,51.2,51.220884,8552,94,438041,8552,100,0.4,-0.05
17-Sep-18,51.15,51.2,51.1,51.1,51.13159759,5646,41,288689,5646,100,0.1,-0.05
14-Sep-18,50.25,50.75,50.25,50.7,50.53358609,12133,84,613124,12133,100,0.5,0.45
12-Sep-18,51.05,51.05,50.25,50.25,50.38198513,11435,110,576118,11435,100,0.8,-0.8
11-Sep-18,50.25,52.5,50.25,50.9,51.04873055,7326,118,373983,7326,100,2.25,0.65
10-Sep-18,52.8,52.8,51,51.4,52.41512019,8029,69,420841,8029,100,1.8,-1.4
07-Sep-18,52.45,52.45,52.1,52.1,52.2998112,7945,38,415522,7945,100,0.35,-0.35
06-Sep-18,52.55,52.6,52,52.2,52.23298547,15619,44,815827,15619,100,0.6,-0.35
05-Sep-18,52.25,52.35,51.95,52.05,52.10621006,14396,35,750121,14396,100,0.4,-0.2
04-Sep-18,51.95,52.95,51.5,52.7,52.23193577,1121,26,58552,1121,100,1.45,0.75
03-Sep-18,51.9,52.35,51.85,52.3,52.15834192,11652,217,607749,4632,39.75,0.5,0.4
31-Aug-18,51.75,53.25,51,52.95,52.04819516,20168,193,1049708,10797,53.54,2.25,1.2
30-Aug-18,51.3,53.2,50.15,51.35,51.89546528,24566,188,1274864,13531,55.08,3.05,0.05
29-Aug-18,51.05,51.6,50.8,51.4,51.11434222,13652,144,697813,9335,68.38,0.8,0.35
28-Aug-18,50.8,51.25,50,51.15,51.09436184,27172,109,1388336,26594,97.87,1.25,0.35
27-Aug-18,50.35,51.3,50,50.8,50.55077782,12535,97,633654,11534,92.01,1.3,0.45
24-Aug-18,49.35,49.35,46.8,48.85,48.58314443,12352,219,600099,11650,94.32,2.55,-0.5
23-Aug-18,47.45,49.55,46.5,48.75,48.39565915,11841,146,573053,10977,92.7,3.05,1.3
21-Aug-18,46.55,48.1,46.55,47.75,47.36049457,16580,150,785237,16575,99.97,1.55,1.2
20-Aug-18,46.8,48.1,45.55,47.25,46.80683967,19036,386,891015,16354,85.91,2.55,0.45
17-Aug-18,45.5,47.2,45.25,47,46.04708815,50140,293,2308801,42431,84.63,1.95,1.5
16-Aug-18,44.25,45,42.3,44.5,43.49278969,49027,237,2132321,44022,89.79,2.7,0.25
14-Aug-18,44.25,46.5,44.25,45.4,45.19819042,28957,188,1308804,22340,77.15,2.25,1.15
13-Aug-18,45.25,45.75,40,45.4,45.20547029,25410,125,1148671,23905,94.08,5.75,0.15
10-Aug-18,44.5,46,43.65,45.5,45.16839492,24977,162,1128171,22885,91.62,2.35,1
09-Aug-18,44.25,44.5,43,43.55,44.16017134,11906,156,525771,9061,76.1,1.5,-0.7
08-Aug-18,44.7,44.7,43.5,44.05,43.91905618,12799,69,562120,12799,100,1.2,-0.65
07-Aug-18,45.45,45.45,44.7,44.7,44.81904345,6858,67,307369,6849,99.87,0.75,-0.75
06-Aug-18,47,47,44.1,44.65,44.70403281,5852,52,261608,4746,81.1,2.9,-2.35
03-Aug-18,48.5,48.6,45,46.85,46.77949784,18281,108,855176,18174,99.41,3.6,-1.65
02-Aug-18,48.9,48.9,46.9,48.3,48.49939348,13190,71,639707,13113,99.42,2,-0.6
01-Aug-18,47.4,49,46,47.95,47.41724935,35039,157,1661453,34193,97.59,3,0.55
31-Jul-18,47.5,47.5,46.4,46.85,46.61958998,9658,118,450252,9036,93.56,1.1,-0.65
30-Jul-18,47.25,47.5,46.9,47.05,47.04332029,7156,106,336642,5436,75.96,0.6,-0.2
27-Jul-18,45.4,46.95,45.2,46.95,45.74838134,4479,57,204907,3679,82.14,1.75,1.55
26-Jul-18,45.5,45.8,44.9,45.4,45.40608565,5324,67,241742,3445,64.71,0.9,-0.1
25-Jul-18,46,47,45,45,45.44933307,10046,60,456584,7694,76.59,2,-1
24-Jul-18,45.4,47.25,45.05,45.6,45.6599863,5838,51,266563,5274,90.34,2.2,0.2
23-Jul-18,46.95,47.25,45,45,46.35587847,7570,75,350914,4470,59.05,2.25,-1.95
20-Jul-18,46.5,48.5,45.65,46.7,46.50513428,12660,129,588755,10981,86.74,2.85,0.2
19-Jul-18,46.5,46.8,42.1,46.15,46.38156818,6109,73,283345,5730,93.8,4.7,-0.35
18-Jul-18,46.9,47.5,44.5,46.1,45.5389854,17327,110,789054,12704,73.32,3,-0.8
17-Jul-18,45.85,46.1,44.5,46,45.84087164,5461,106,250337,4659,85.31,1.6,0.15
16-Jul-18,45.7,45.7,43.5,45.65,45.55879571,6344,108,289025,4733,74.61,2.2,-0.05
13-Jul-18,45.1,45.5,43.9,45.25,45.20127592,6270,85,283412,3639,58.04,1.6,0.15
12-Jul-18,44.5,45,43.65,44.9,44.85243394,7190,103,322489,6142,85.42,1.35,0.4
11-Jul-18,44.3,44.5,43.7,44.3,44.12284603,12593,96,555639,11434,90.8,0.8,0
10-Jul-18,44.1,44.15,40.05,44.1,44.00225108,5775,74,254113,4220,73.07,4.1,0
09-Jul-18,44,44.4,42.55,43.9,43.93464538,8079,84,354948,5922,73.3,1.85,-0.1
06-Jul-18,43.8,43.8,42.8,43.7,43.66725749,6206,69,270999,4776,76.96,1,-0.1
05-Jul-18,42.6,43.6,42.6,43.4,43.37286449,6029,72,261495,4645,77.04,1,0.8
04-Jul-18,42.95,43.5,42.75,43.4,43.24229508,6100,87,263778,6031,98.87,0.75,0.45
03-Jul-18,42,43.1,42,43,42.43487603,6050,81,256731,5105,84.38,1.1,1
02-Jul-18,42.3,42.6,39.2,42.5,42.18727696,6445,117,271897,3618,56.14,3.4,0.2
29-Jun-18,42.6,42.8,38.1,42.75,41.90939078,9701,89,406563,8205,84.58,4.7,0.15
28-Jun-18,42.3,42.7,41.7,42.2,42.43909255,6083,80,258157,4854,79.8,1,-0.1
27-Jun-18,47,47,42,42.6,42.68628429,6015,89,256758,4817,80.08,5,-4.4
26-Jun-18,44.75,44.95,43.35,43.45,43.80398053,6984,75,305927,4498,64.4,1.6,-1.3
25-Jun-18,46,46,41.25,44.75,45.01068665,8141,118,366432,5188,63.73,4.75,-1.25
22-Jun-18,45.7,46,38.1,44.2,41.58337334,12498,424,519709,9630,77.05,7.9,-1.5
21-Jun-18,44.8,44.8,40.9,41.85,42.22884601,13839,115,584405,9864,71.28,3.9,-2.95
20-Jun-18,45.4,45.4,40.25,43.9,41.83614497,12389,88,518308,11116,89.72,5.15,-1.5
19-Jun-18,47.7,47.7,42.75,43.35,45.19331762,11882,74,536987,11234,94.55,4.95,-4.35
18-Jun-18,46.5,46.75,44,45.3,45.06338798,10065,66,453563,3544,35.21,2.75,-1.2
15-Jun-18,48,48,42.6,45.1,44.89276696,11088,164,497771,7051,63.59,5.4,-2.9
14-Jun-18,46.7,46.7,42.05,44.4,43.324897,13592,134,588872,11325,83.32,4.65,-2.3
13-Jun-18,46.9,46.9,40.6,42.5,42.53286937,10633,175,452252,8889,83.6,6.3,-4.4
12-Jun-18,47.9,48.6,43.3,44.3,45.66260444,18791,187,858046,12139,64.6,5.3,-3.6
11-Jun-18,46,49.85,46,47.75,48.50566564,16503,123,800489,10553,63.95,3.85,1.75
08-Jun-18,47.4,50,47,48.8,48.32608696,10994,169,531297,9456,86.01,3,1.4
07-Jun-18,45.5,47.25,42,47.25,43.75939503,19505,132,853527,14933,76.56,5.25,1.75
06-Jun-18,49.45,49.5,45.65,45.85,47.02801265,13601,102,639628,9150,67.27,3.85,-3.6
05-Jun-18,49,49.95,46.35,48,49.1944999,15527,106,763843,10055,64.76,3.6,-1
04-Jun-18,48,48,46.25,47.6,47.35696301,25815,138,1222520,18644,72.22,1.75,-0.4
01-Jun-18,49,49,47.6,48.65,48.54913096,11622,80,564238,5829,50.15,1.4,-0.35
31-May-18,49.45,49.45,48.25,49.2,48.59721902,13017,87,632590,12212,93.82,1.2,-0.25
30-May-18,48.5,49.5,48.25,48.65,48.72154444,14918,63,726828,11116,74.51,1.25,0.15
29-May-18,49.3,49.3,46.5,48.55,48.80111285,14018,98,684094,9797,69.89,2.8,-0.75
28-May-18,48.9,49.4,47,48.5,48.89199951,16324,103,798113,9880,60.52,2.4,-0.4
25-May-18,48.55,49.4,48.55,49.25,49.1949922,14098,75,693551,9656,68.49,0.85,0.7
24-May-18,48.5,50.6,47.5,49.3,49.24230742,14267,148,702540,7210,50.54,3.1,0.8
23-May-18,49.9,50,47.5,49.5,49.07916119,16738,121,821487,12281,73.37,2.5,-0.4
22-May-18,50.5,50.5,47.3,49.45,49.3509319,13789,87,680500,6812,49.4,3.2,-1.05
21-May-18,50,50.15,45.5,49.75,49.81648669,14909,127,742714,12772,85.67,4.65,-0.25
18-May-18,51,51,47.45,47.8,48.77682225,16861,129,822426,11697,69.37,3.55,-3.2
17-May-18,50.65,50.7,48.15,49.9,49.23442494,16581,172,816356,8617,51.97,2.55,-0.75
16-May-18,50.5,50.9,47.15,50.65,49.153752,18790,114,923599,10253,54.57,3.75,0.15
15-May-18,48.5,49.5,47.25,49.4,48.63455034,11531,103,560805,8933,77.47,2.25,0.9
14-May-18,47.5,50.2,45.95,49.05,47.37346229,23574,172,1116782,21594,91.6,4.25,1.55
11-May-18,48.7,48.75,47.3,48.35,48.2304696,13863,116,668619,7072,51.01,1.45,-0.35
10-May-18,46.8,46.8,42.4,46.45,44.12037186,30979,174,1366805,29197,94.25,4.4,-0.35
09-May-18,47.6,47.65,43.65,44.6,46.59047231,12280,85,572131,12234,99.63,4,-3
08-May-18,45.8,45.95,43.95,45.4,45.01943807,23099,96,1039904,21299,92.21,2,-0.4
07-May-18,44.9,45,42.5,43.8,44.51805556,10800,78,480795,10800,100,2.5,-1.1
04-May-18,45.4,45.5,43.3,43.6,44.4269341,15705,69,697725,15700,99.97,2.2,-1.8
03-May-18,44.3,44.4,43.95,44.25,44.27483137,7561,48,334762,7561,100,0.45,-0.05
02-May-18,45,45.7,43.8,44.15,44.72211042,11429,66,511129,11329,99.13,1.9,-0.85
30-Apr-18,45,45.9,45,45.45,45.48410326,7360,55,334763,7360,100,0.9,0.45
27-Apr-18,44.8,45,43.95,45,44.28371837,9090,75,402539,9090,100,1.05,0.2
26-Apr-18,44.3,45.2,44,44.5,44.45438184,7223,60,321094,7223,100,1.2,0.2
25-Apr-18,44.75,44.75,43.6,44.45,43.9133195,8191,48,359694,8191,100,1.15,-0.3
24-Apr-18,44.8,44.8,43.8,44.5,44.37613424,8045,66,357006,8045,100,1,-0.3
23-Apr-18,44.8,44.8,43,43.75,44.01842216,14222,74,626030,14222,100,1.8,-1.05
20-Apr-18,45,45,43.25,44.95,44.77000646,7735,44,346296,7735,100,1.75,-0.05
19-Apr-18,44,45,44,44.95,44.39873294,10260,44,455531,10260,100,1,0.95
18-Apr-18,46.5,46.5,43.6,44.75,44.07749667,7510,37,331022,7510,100,2.9,-1.75
17-Apr-18,46.15,46.15,44.5,44.8,45.10904393,9675,35,436430,9675,100,1.65,-1.35
16-Apr-18,45.1,45.1,44.2,44.4,44.47388519,8118,58,361039,8118,100,0.9,-0.7
13-Apr-18,44.5,44.5,42.5,44,44.1980343,9564,59,422710,9564,100,2,-0.5
12-Apr-18,44.5,44.6,43.55,44.45,44.10735469,8430,54,371825,8430,100,1.05,-0.05
11-Apr-18,43.5,44.8,42.8,44.6,44.12137931,7250,44,319880,7250,100,2,1.1
10-Apr-18,43.5,43.8,43,43.5,43.3273814,13385,71,579937,13385,100,0.8,0
09-Apr-18,44.5,44.8,42.8,43.1,43.96903191,7427,60,326558,7427,100,2,-1.4
06-Apr-18,42.7,43,41.7,42.95,42.77285979,7546,66,322764,7546,100,1.3,0.25
05-Apr-18,40,42.05,38.5,41.35,40.88499165,8382,91,342698,8382,100,3.55,1.35
04-Apr-18,40.7,40.7,39,40.35,40.2516532,8166,87,328695,8166,100,1.7,-0.35
03-Apr-18,40,40,38.75,38.8,39.34976655,7282,55,286545,7282,100,1.25,-1.2
02-Apr-18,38.45,39,37.5,38.95,38.89312719,8861,71,344632,8861,100,1.5,0.5
28-Mar-18,36.95,37.25,36.8,37.15,36.93458647,11970,80,442107,11970,100,0.45,0.2
27-Mar-18,35.1,35.5,35,35.5,35.35433936,10013,90,354003,10013,100,0.5,0.4
26-Mar-18,36,36.5,33.25,33.85,35.13109885,7071,96,248412,7071,100,3.25,-2.15
23-Mar-18,36,36.5,33.25,34.8,34.61705976,13822,92,478477,13822,100,3.25,-1.2
22-Mar-18,37.05,37.05,33.95,35,35.42215587,16077,121,569482,16077,100,3.1,-2.05
21-Mar-18,38,38,35.2,35.3,36.16475633,12127,72,438570,12127,100,2.8,-2.7
20-Mar-18,38.75,38.75,37.05,37.05,37.719127,9118,82,343923,9118,100,1.7,-1.7
19-Mar-18,40.4,40.4,38,38.95,39.41590778,8675,64,341933,8675,100,2.4,-1.45
16-Mar-18,40,40,38.25,39.95,39.80662923,9081,126,361484,9081,100,1.75,-0.05
15-Mar-18,38,40.65,37,39.65,39.64819668,8013,109,317701,8013,100,3.65,1.65
14-Mar-18,37.3,40,36.95,38.9,39.29934049,10159,96,399242,10159,100,3.05,1.6
13-Mar-18,37.75,39.8,36.85,38.5,39.12448822,9037,99,353568,9037,100,2.95,0.75
12-Mar-18,37.65,39.4,36,38.75,38.39691529,8299,83,318656,8299,100,3.4,1.1
09-Mar-18,38.1,38.1,35.65,37.8,37.54848261,8106,65,304368,8106,100,2.45,-0.3
08-Mar-18,37.75,37.75,35.65,37.45,36.85969971,10057,60,370698,10057,100,2.1,-0.3
07-Mar-18,35.9,37.5,35.9,37.5,37.08427481,9825,52,364353,9825,100,1.6,1.6
06-Mar-18,37.9,37.9,35.45,37.15,35.860454,8370,68,300152,8370,100,2.45,-0.75
05-Mar-18,36.5,36.55,35.2,36.55,35.74590604,7450,66,266307,7450,100,1.35,0.05
01-Mar-18,35.4,36.1,34.9,36.1,35.38765586,8020,46,283809,8020,100,1.2,0.7
28-Feb-18,35.3,35.3,34.35,34.85,34.78789014,8010,70,278651,8010,100,0.95,-0.45
27-Feb-18,35.25,35.25,34.9,34.95,35.03889789,8021,29,281047,8021,100,0.35,-0.3
26-Feb-18,35.25,35.25,34.75,34.75,34.94398654,17835,66,623226,17835,100,0.5,-0.5
23-Feb-18,35,35.6,33.7,35.5,34.33011912,8815,65,302620,8815,100,1.9,0.5
22-Feb-18,33,34.5,33,34,33.83380441,12383,35,418964,12383,100,1.5,1
21-Feb-18,36,36,33.25,33.5,34.0282326,14841,85,505013,14841,100,2.75,-2.5
20-Feb-18,37,37,35,35,35.95539799,8744,48,314394,8744,100,2,-2
19-Feb-18,37.7,37.7,36.1,36.55,36.774333,8096,54,297725,8096,100,1.6,-1.15
16-Feb-18,38.75,38.75,37.8,37.8,38.15581693,8587,49,327644,8587,100,0.95,-0.95
15-Feb-18,38,39.25,37.75,39.2,38.88204141,8308,71,323032,8308,100,1.5,1.2
14-Feb-18,38.35,38.5,37.9,37.95,38.01415525,8760,88,333004,8760,100,0.6,-0.4
12-Feb-18,37.55,38.25,37.55,38.25,37.97009029,8860,53,336415,8860,100,0.7,0.7
09-Feb-18,37.75,38.5,37.75,38.5,38.25258659,8892,36,340142,8892,100,0.75,0.75
08-Feb-18,38,38.75,37.9,37.95,38.29071606,8854,44,339026,8854,100,0.85,-0.05
07-Feb-18,37.25,38,36.25,38,37.65546779,8989,54,338485,8989,100,1.75,0.75
06-Feb-18,36.9,37.9,36.65,37.25,37.15910781,9415,65,349853,9415,100,1.25,0.35
05-Feb-18,38.45,38.45,36.5,37.7,37.79227807,9609,66,363146,9222,95.97,1.95,-0.75
02-Feb-18,39,39,37.7,38.1,37.88371933,14508,63,549617,14508,100,1.3,-0.9
01-Feb-18,39.5,40,38.9,39.05,39.33568635,10483,50,412356,10273,98,1.1,-0.45
31-Jan-18,39.3,39.35,38,39,38.26679327,22643,98,866475,22271,98.36,1.35,-0.3
30-Jan-18,38.6,38.65,36.5,37.5,36.95742977,16232,79,599893,16023,98.71,2.15,-1.1
29-Jan-18,35.4,37.25,34.55,36.85,36.00787184,21723,122,782199,15796,72.72,2.7,1.45
25-Jan-18,34.25,35.5,33.85,35.5,34.43312298,12994,95,447424,11785,90.7,1.65,1.25
24-Jan-18,34.8,35.35,33.2,34.15,34.40221694,16419,65,564850,15419,93.91,2.15,-0.65
23-Jan-18,34.9,36,33.2,33.7,34.52645419,22057,71,761550,21056,95.46,2.8,-1.2
22-Jan-18,34.3,35.3,33,34.9,33.95765878,20075,89,681700,20075,100,2.3,0.6
19-Jan-18,34,35,33.35,34.3,33.81820945,16453,68,556411,16453,100,1.65,0.3
18-Jan-18,34.5,34.5,33.8,33.8,33.85320462,10048,52,340157,10048,100,0.7,-0.7
17-Jan-18,34.3,34.5,32.5,34.3,34.1662177,10023,88,342448,10023,100,2,0
16-Jan-18,34.5,35.6,32.8,33.5,33.66809676,10955,72,368834,9960,90.92,2.8,-1
15-Jan-18,34.25,34.45,33,34,34.0562301,10048,73,342197,10009,99.61,1.45,-0.25
12-Jan-18,35,35,32,33.3,33.07853717,3336,58,110350,3336,100,3,-1.7
11-Jan-18,34,34.45,33.4,33.4,34.30988866,9071,59,311225,8875,97.84,1.05,-0.6
10-Jan-18,33.5,33.95,32.5,33.6,32.94969796,8608,67,283631,8599,99.9,1.45,0.1
09-Jan-18,35,35,33.3,34.15,34.00337682,6515,49,221532,6514,99.98,1.7,-0.85
08-Jan-18,35,35,34,34.05,34.49638927,5816,23,200631,5816,100,1,-0.95
05-Jan-18,34,34,33,33.9,33.85281877,5286,37,178946,5286,100,1,-0.1
04-Jan-18,35,35,34,34.15,34.39069592,5288,44,181858,5288,100,1,-0.85
03-Jan-18,35,35,32.9,34.45,33.61445783,7553,65,253890,7553,100,2.1,-0.55
02-Jan-18,35,35,33.1,34.5,34.16948925,7440,70,254221,6240,83.87,1.9,-0.5
01-Jan-18,35,35,32.9,34.25,34.07858069,6172,55,210333,6172,100,2.1,-0.75
29-Dec-17,34.8,34.9,33.5,34.5,34.23079984,5026,45,172044,5026,100,1.4,-0.3
28-Dec-17,35,35,32.8,33.9,34.58875904,5391,41,186468,5184,96.16,2.2,-1.1
27-Dec-17,35.5,35.5,34.05,34.3,34.47407407,6075,37,209430,6075,100,1.45,-1.2
26-Dec-17,35.5,35.5,33.1,35,33.44470727,13528,49,452440,13528,100,2.4,-0.5
22-Dec-17,34,35,33,34.75,34.14577392,8767,47,299356,7667,87.45,2,0.75
21-Dec-17,33.6,34.5,33.55,34.25,33.99318597,6017,39,204537,6017,100,0.95,0.65
20-Dec-17,34.5,34.5,33.25,34.45,34.36578053,10006,57,343864,10006,100,1.25,-0.05
19-Dec-17,33.3,34.45,33.3,34.3,34.15893742,8884,41,303468,8884,100,1.15,1
18-Dec-17,33.35,33.9,32.9,33.85,33.63820199,8654,57,291105,8654,100,1,0.5
