Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
05-Jan-24,11.99,11.99,11.56,11.86,11.83364964,34776,119,411527,32231,92.68,0.43,-0.13
04-Jan-24,12,12.3,11.55,11.76,12.06634672,59385,157,716560,53505,90.1,0.75,-0.24
03-Jan-24,12.4,12.45,10.85,11.84,11.73369961,92099,290,1080662,60213,65.38,1.6,-0.56
02-Jan-24,11.24,11.24,10.53,10.75,10.76462739,24731,76,266220,24227,97.96,0.71,-0.49
01-Jan-24,10.65,11,10.65,10.75,10.87681795,33073,128,359729,30912,93.47,0.35,0.1
29-Dec-23,10.89,10.89,10.57,10.73,10.73252395,10543,65,113153,9974,94.6,0.32,-0.16
28-Dec-23,10.7,10.99,10.27,10.69,10.72262261,22756,101,244004,20691,90.93,0.72,-0.01
27-Dec-23,10.98,11.1,10.5,10.69,10.78594489,17346,67,187093,15298,88.19,0.6,-0.29
26-Dec-23,10.75,11.3,10.35,10.55,10.58511141,25402,93,268883,23681,93.22,0.95,-0.2
22-Dec-23,11.19,11.19,10.41,10.92,10.93078729,24273,65,265323,14560,59.98,0.78,-0.27
21-Dec-23,10.99,10.99,10.19,10.89,10.77454978,17658,72,190257,16867,95.52,0.8,-0.1
20-Dec-23,10.66,11.05,10.26,10.42,10.89230124,23835,88,259618,22673,95.12,0.79,-0.24
19-Dec-23,10.94,10.94,10.4,10.57,10.58652399,35886,132,379908,31235,87.04,0.54,-0.37
18-Dec-23,11.46,12,10.18,10.77,10.80401934,39907,125,431156,25782,64.61,1.82,-0.69
15-Dec-23,10.72,11.24,10.72,10.92,11.00209135,11954,64,131519,8146,68.14,0.52,0.2
14-Dec-23,10.99,11,10.55,11,10.79447519,45902,97,495488,42114,91.75,0.45,0.01
13-Dec-23,11.43,11.43,10.5,10.79,10.81623932,36036,123,389774,24111,66.91,0.93,-0.64
12-Dec-23,11.27,11.27,10.7,10.86,10.96038305,51064,136,559681,45390,88.89,0.57,-0.41
11-Dec-23,11.3,11.7,10.91,11.29,11.29671992,78687,98,888905,75611,96.09,0.79,-0.01
08-Dec-23,11.65,11.96,11.21,11.3,11.447934,28243,87,323324,25508,90.32,0.75,-0.35
07-Dec-23,11.74,11.75,11.15,11.59,11.66899713,30323,91,353839,24679,81.39,0.6,-0.15
06-Dec-23,12.2,12.7,11.65,11.74,11.95348076,21389,116,255673,19331,90.38,1.05,-0.46
05-Dec-23,11.6,12.39,11.6,11.89,11.95488125,12589,78,150500,10633,84.46,0.79,0.29
04-Dec-23,11.99,12.22,11.41,11.7,11.79596003,9307,85,109785,5987,64.33,0.81,-0.29
01-Dec-23,11.13,12.5,11.13,11.67,11.9068747,36918,137,439578,27249,73.81,1.37,0.54
30-Nov-23,11.63,12.5,11.08,11.85,11.73374387,19162,101,224842,14222,74.22,1.42,0.22
29-Nov-23,11.64,12,11.01,11.61,11.63479983,16161,87,188030,14314,88.57,0.99,-0.03
28-Nov-23,13.5,13.9,11.25,11.64,12.03993921,100678,307,1212157,74181,73.68,2.65,-1.86
24-Nov-23,13.5,13.5,12.26,12.74,12.8061997,50325,209,644472,34250,68.06,1.24,-0.76
23-Nov-23,13.45,13.6,12.7,13.27,13.31925169,88626,229,1180432,82162,92.71,0.9,-0.18
22-Nov-23,13.95,13.95,12.36,12.67,12.71947811,62619,205,796481,51455,82.17,1.59,-1.28
21-Nov-23,11.69,12,11.21,11.98,11.81478972,123951,189,1464455,119964,96.78,0.79,0.29
20-Nov-23,11.07,11.75,10.7,11.37,11.28557586,68115,123,768717,60889,89.39,1.05,0.3
17-Nov-23,11.25,11.5,10.75,11.41,11.24404207,67599,135,760086,54335,80.38,0.75,0.16
16-Nov-23,11,11.17,10.62,11.04,11.00435659,36726,90,404146,33603,91.5,0.55,0.04
15-Nov-23,10.9,11.25,10.6,11.07,10.98557043,35552,90,390559,33571,94.43,0.65,0.17
13-Nov-23,11.72,11.72,10.43,10.83,10.66749736,39726,129,423777,29442,74.11,1.29,-0.89
12-Nov-23,11.65,11.65,10.25,11.21,10.95350153,8839,77,96818,6590,74.56,1.4,-0.44
10-Nov-23,12.1,12.1,10.52,10.89,11.04272999,27077,119,299004,19811,73.17,1.58,-1.21
09-Nov-23,11.8,11.8,10.82,11.22,11.24733031,24441,66,274896,22924,93.79,0.98,-0.58
08-Nov-23,11.35,11.39,10.3,11.08,11.02187586,109390,255,1205683,98333,89.89,1.09,-0.27
07-Nov-23,10.38,12.09,10.18,10.35,10.40963407,61760,75,642899,58769,95.16,1.91,-0.03
06-Nov-23,10.48,10.49,10,10.34,10.19590859,5426,32,55323,4091,75.4,0.49,-0.14
03-Nov-23,10.47,10.47,10,10.17,10.17390278,8476,47,86234,7762,91.58,0.47,-0.3
02-Nov-23,10.34,10.34,9.8,10.2,10.1205165,16031,31,162242,14755,92.04,0.54,-0.14
01-Nov-23,10.06,10.39,10.06,10.29,10.30523918,10975,39,113100,10544,96.07,0.33,0.23
31-Oct-23,10.5,10.5,10.26,10.3,10.40903338,45830,72,477046,39731,86.69,0.24,-0.2
30-Oct-23,10.21,10.5,10.21,10.5,10.4896274,19619,32,205796,18536,94.48,0.29,0.29
27-Oct-23,10.54,10.59,9.8,10.44,10.34723336,9976,56,103224,7539,75.57,0.79,-0.1
26-Oct-23,10.43,10.43,9.55,10.25,10.02595455,22000,51,220571,21057,95.71,0.88,-0.18
25-Oct-23,10.52,10.52,9.95,10.31,10.20893863,14387,53,146876,12546,87.2,0.57,-0.21
23-Oct-23,10.22,10.59,10,10.12,10.20574494,5779,41,58979,3117,53.94,0.59,-0.1
20-Oct-23,10.34,10.55,10.21,10.37,10.32503411,8796,39,90819,6223,70.75,0.34,0.03
19-Oct-23,10.74,10.74,10.22,10.55,10.43499116,3961,33,41333,2760,69.68,0.52,-0.19
18-Oct-23,10.42,10.75,10.14,10.51,10.60764713,40015,100,424465,37940,94.81,0.61,0.09
17-Oct-23,10.16,10.57,10.05,10.22,10.3683092,60232,81,624504,58406,96.97,0.52,0.06
16-Oct-23,10.25,10.7,10.11,10.37,10.30033494,80014,73,824171,78166,97.69,0.59,0.12
13-Oct-23,10.69,10.69,10.07,10.44,10.27108909,8879,33,91197,7638,86.02,0.62,-0.25
12-Oct-23,10.75,10.75,10,10.19,10.37648989,73160,51,759144,65797,89.94,0.75,-0.56
11-Oct-23,10.49,10.49,9.98,10.34,10.23270667,85958,91,879583,80209,93.31,0.51,-0.15
10-Oct-23,10.38,10.38,9.9,10.02,10.10241048,64427,36,650868,33986,52.75,0.48,-0.36
09-Oct-23,10.24,10.24,9.78,10.14,10.02328693,23919,49,239747,22441,93.82,0.46,-0.1
06-Oct-23,10.48,10.48,9.25,10.1,9.822168764,70252,107,690027,51899,73.88,1.23,-0.38
05-Oct-23,10.49,10.49,10,10.22,10.2019383,52417,54,534755,48683,92.88,0.49,-0.27
04-Oct-23,10.49,10.49,9.25,10.01,9.928427306,17842,52,177143,13690,76.73,1.24,-0.48
03-Oct-23,10.74,10.74,10,10.05,10.36154212,23137,81,239735,13776,59.54,0.74,-0.69
29-Sep-23,10.49,10.49,9.83,10.04,10.01169591,51471,47,515312,44859,87.15,0.66,-0.45
28-Sep-23,10.47,10.47,9.77,9.97,9.836526815,104849,109,1031350,95545,91.13,0.7,-0.5
27-Sep-23,10.3,10.9,9.8,10,10.00494588,125559,95,1256211,122725,97.74,1.1,-0.3
26-Sep-23,10.34,10.34,9.71,10.09,9.933613777,7607,42,75565,6012,79.03,0.63,-0.25
25-Sep-23,10,10.4,9.71,10.15,10.07772867,26927,99,271363,18461,68.56,0.69,0.15
22-Sep-23,10.25,10.42,9.95,9.95,10.01716848,7805,58,78184,6190,79.31,0.47,-0.3
21-Sep-23,10.17,10.17,9.61,10.12,10.02222681,14532,48,145643,6940,47.76,0.56,-0.05
20-Sep-23,10.37,10.37,9.9,9.91,10.04291553,7340,24,73715,7026,95.72,0.47,-0.46
18-Sep-23,10.26,10.26,9.93,10.17,10.10011417,14014,69,141543,10650,76,0.33,-0.09
15-Sep-23,10.2,10.2,9.7,10.07,10.01269994,27008,80,270423,21875,80.99,0.5,-0.13
14-Sep-23,10.38,10.4,10,10.25,10.22422269,31937,90,326531,22591,70.74,0.4,-0.13
13-Sep-23,10.44,10.44,9.92,10.14,10.01046989,11939,73,119515,11414,95.6,0.52,-0.3
12-Sep-23,10.54,10.54,9.95,10.09,10.13808059,12681,86,128561,10250,80.83,0.59,-0.45
11-Sep-23,10.35,10.9,10.02,10.14,10.44031161,27342,115,285459,21796,79.72,0.88,-0.21
08-Sep-23,10.94,10.94,10.01,10.35,10.15892635,19336,75,196433,18147,93.85,0.93,-0.59
07-Sep-23,10.34,10.35,9.72,10.26,10.16701058,15508,72,157670,9439,60.87,0.63,-0.08
06-Sep-23,10.55,10.55,10.09,10.33,10.29775457,9575,36,98601,9384,98.01,0.46,-0.22
05-Sep-23,10.59,10.59,10.06,10.19,10.22230859,10292,60,105208,8049,78.21,0.53,-0.4
04-Sep-23,10.79,10.79,10.16,10.19,10.37714863,22747,86,236049,20413,89.74,0.63,-0.6
01-Sep-23,10.97,10.97,10.08,10.21,10.66133395,17377,73,185262,13762,79.2,0.89,-0.76
31-Aug-23,10.32,10.42,10.25,10.41,10.36408959,13439,65,139283,10307,76.69,0.17,0.09
30-Aug-23,10.16,10.43,10.15,10.32,10.24600947,46673,61,478212,39879,85.44,0.28,0.16
29-Aug-23,9.8,10.35,9.8,10.04,10.08273172,17176,80,173181,14101,82.1,0.55,0.24
28-Aug-23,10.59,10.59,9.9,10.08,10.19775357,47453,154,483914,32856,69.24,0.69,-0.51
25-Aug-23,9.8,10.55,9.8,10.21,10.05790554,145651,196,1464944,119174,81.82,0.75,0.41
24-Aug-23,10.77,10.78,10.01,10.26,10.29626617,25818,96,265829,17670,68.44,0.77,-0.51
23-Aug-23,10.6,10.6,10.29,10.39,10.48258786,12520,60,131242,8579,68.52,0.31,-0.21
22-Aug-23,10.89,10.89,10.38,10.46,10.66084352,16028,68,170872,12755,79.58,0.51,-0.43
21-Aug-23,11.24,11.24,10.2,10.35,10.52011453,48547,113,510720,44180,91,1.04,-0.89
18-Aug-23,11.21,11.21,10.31,10.48,10.72270798,39114,151,419408,21457,54.86,0.9,-0.73
17-Aug-23,11,11,10.2,10.58,10.64679844,13103,92,139505,9810,74.87,0.8,-0.42
16-Aug-23,12.05,12.05,10.01,10.65,10.5795459,51442,107,544233,41354,80.39,2.04,-1.4
14-Aug-23,11.02,11.1,9.65,10.98,10.53835626,28496,122,300301,19705,69.15,1.45,-0.04
11-Aug-23,10.8,11.09,10.38,10.57,10.67460467,26497,76,282845,23127,87.28,0.71,-0.23
10-Aug-23,10.6,11.11,10.34,10.6,10.73999306,14415,61,154817,9128,63.32,0.77,0
09-Aug-23,10.68,10.99,10.05,10.42,10.41915627,17707,93,184492,9856,55.66,0.94,-0.26
08-Aug-23,10.95,11.25,10,10.27,10.51578476,69244,145,728155,34215,49.41,1.25,-0.68
07-Aug-23,10.5,10.5,9.82,10.24,10.30629587,62136,56,640392,59570,95.87,0.68,-0.26
04-Aug-23,10.09,10.3,9.55,10.2,10.18833491,24329,72,247872,19953,82.01,0.75,0.11
03-Aug-23,9.8,10.09,9.63,9.89,9.872074429,6879,77,67910,5823,84.65,0.46,0.09
02-Aug-23,10.17,10.25,9.67,9.83,9.902073365,15675,99,155215,10448,66.65,0.58,-0.34
01-Aug-23,10.34,10.34,9.92,10.17,10.13176575,11270,61,114185,7822,69.41,0.42,-0.17
31-Jul-23,10.45,10.45,9.88,10.13,10.07340914,10026,63,100996,8367,83.45,0.57,-0.32
28-Jul-23,9.92,10.34,9.92,10,10.02767889,88768,66,890137,78152,88.04,0.42,0.08
27-Jul-23,10.05,10.49,9.91,9.93,9.981899944,8895,68,88789,6474,72.78,0.58,-0.12
26-Jul-23,10.39,10.49,9.7,10.4,10.09428629,35021,83,353512,18432,52.63,0.79,0.01
25-Jul-23,10.29,10.3,9.8,10.21,10.10718997,6064,51,61290,3353,55.29,0.5,-0.08
24-Jul-23,10.55,10.55,9.75,9.9,9.96152843,7668,72,76385,5753,75.03,0.8,-0.65
21-Jul-23,9.75,10.39,9.75,10.18,10.15182755,8536,72,86656,6260,73.34,0.64,0.43
20-Jul-23,10.27,10.55,10.05,10.16,10.1822807,5700,70,58039,4302,75.47,0.5,-0.11
19-Jul-23,10.74,10.74,10.05,10.24,10.4188998,25450,83,265161,16202,63.66,0.69,-0.5
18-Jul-23,10.85,11.07,10.15,10.37,10.61354487,16892,55,179284,13479,79.8,0.92,-0.48
17-Jul-23,10.48,10.58,10.14,10.55,10.48126143,35008,80,366928,29764,85.02,0.44,0.07
14-Jul-23,9.98,10.28,9.98,10.08,10.18240054,2966,29,30201,2565,86.48,0.3,0.1
13-Jul-23,10.29,10.29,10.02,10.05,10.09255294,4203,32,42419,3482,82.85,0.27,-0.24
12-Jul-23,10.49,10.49,10,10.31,10.30789744,4875,39,50251,3672,75.32,0.49,-0.18
11-Jul-23,10.5,10.67,10,10.24,10.11474724,11948,65,120851,9769,81.76,0.67,-0.26
10-Jul-23,9.7,10.29,9.7,10.26,10.24577641,51970,138,532473,34881,67.12,0.59,0.56
07-Jul-23,10.17,10.17,9.58,9.8,9.955595027,10697,66,106495,9788,91.5,0.59,-0.37
06-Jul-23,10.13,10.2,9.75,9.76,9.911477746,18244,66,180825,12913,70.78,0.45,-0.37
05-Jul-23,9.99,9.99,9.76,9.89,9.875156339,8795,49,86852,5576,63.4,0.23,-0.1
04-Jul-23,9.6,10.57,9.57,9.71,9.822328569,122659,189,1204797,87551,71.38,1,0.11
03-Jul-23,10.42,10.59,9.81,10.07,10.0380728,32254,105,323768,22592,70.04,0.78,-0.35
30-Jun-23,10.38,10.38,9.7,10.25,10.08130536,10725,60,108122,7477,69.72,0.68,-0.13
28-Jun-23,9.85,10.44,9.85,9.93,9.992566473,10493,53,104852,9472,90.27,0.59,0.08
27-Jun-23,10.25,10.29,9.83,10.05,9.942736588,8295,63,82475,7411,89.34,0.46,-0.2
26-Jun-23,10.11,10.44,9.67,9.83,10.0218705,20850,87,208956,15626,74.94,0.77,-0.28
23-Jun-23,10.59,10.59,9.8,10.01,10.09077901,18870,82,190413,16369,86.75,0.79,-0.58
22-Jun-23,10.74,10.75,10.05,10.15,10.60320078,30930,89,327957,24770,80.08,0.7,-0.59
21-Jun-23,10.15,10.35,9.75,10.24,10.18901282,13179,88,134281,9092,68.99,0.6,0.09
20-Jun-23,9.49,10.27,9.49,9.86,9.922310018,18857,81,187105,15571,82.57,0.78,0.37
19-Jun-23,10.64,10.71,9.85,9.92,10.08508956,25291,99,255062,19200,75.92,0.86,-0.72
16-Jun-23,10.61,10.66,10,10.2,10.2320454,22905,92,234365,15344,66.99,0.66,-0.41
15-Jun-23,10.63,10.66,10.1,10.2,10.19094143,43296,138,441227,34459,79.59,0.56,-0.43
14-Jun-23,11.39,11.39,10.63,10.63,10.75017891,34933,166,375536,28420,81.36,0.76,-0.76
13-Jun-23,10.65,11.49,10.65,11.18,11.11652584,10178,90,113144,6533,64.19,0.84,0.53
12-Jun-23,10.89,11.99,10.89,11.13,11.34755389,60218,229,683327,35118,58.32,1.1,0.24
09-Jun-23,11.82,11.97,11.46,11.46,11.48250219,18288,99,209992,17386,95.07,0.51,-0.36
08-Jun-23,13,13,11.78,12.06,12.35085757,170773,362,2109193,131604,77.06,1.22,-0.94
07-Jun-23,12.39,12.39,12.1,12.39,12.38944057,123662,182,1532103,121745,98.45,0.29,0
06-Jun-23,11.77,11.8,11.31,11.8,11.78789436,280266,229,3303746,265818,94.84,0.49,0.03
05-Jun-23,10.89,11.24,10.72,11.24,11.19769076,254023,245,2844471,205905,81.06,0.52,0.35
02-Jun-23,10.65,10.71,10,10.71,10.573927,118360,258,1251530,101716,85.94,0.71,0.06
01-Jun-23,9.3,9.74,8.02,9.74,9.306971815,104736,224,974775,84470,80.65,1.72,0.44
31-May-23,8.5,8.98,8.5,8.86,8.856809897,16733,91,148201,14350,85.76,0.48,0.36
30-May-23,8.42,8.85,8.42,8.6,8.602790015,5448,52,46868,4072,74.74,0.43,0.18
29-May-23,8.34,8.89,8.31,8.59,8.571027513,32058,120,274770,23379,72.93,0.58,0.25
26-May-23,8.98,9,8.16,8.33,8.680943484,62619,176,543592,52674,84.12,0.84,-0.65
25-May-23,8.7,8.7,8.7,8.7,8.699991684,84171,122,732287,83096,98.72,0,0
24-May-23,8.3,8.3,7.8,7.91,7.909505908,3724,53,29455,2941,78.97,0.5,-0.39
23-May-23,8.43,8.43,7.55,7.83,7.881940164,21091,73,166238,15216,72.14,0.88,-0.6
22-May-23,8.42,8.42,7.82,8.07,8.086832159,9789,82,79162,7829,79.98,0.6,-0.35
19-May-23,8.49,8.49,7.8,7.82,7.907110092,15696,82,124110,14230,90.66,0.69,-0.67
18-May-23,8.4,8.4,7.88,7.99,8.005055292,6330,59,50672,5884,92.95,0.52,-0.41
17-May-23,8.51,8.51,7.9,8.04,7.952189455,6714,50,53391,6421,95.64,0.61,-0.47
16-May-23,8.69,8.69,7.8,8.21,8.056963583,8128,85,65487,7537,92.73,0.89,-0.48
15-May-23,8.27,8.69,7.51,8.29,8.334655746,31256,106,260508,16741,53.56,1.18,0.02
12-May-23,8.4,8.4,7.83,7.9,8.013270957,10474,35,83931,9545,91.13,0.57,-0.5
11-May-23,8.19,8.4,7.87,8,8.078647083,17089,72,138056,11511,67.36,0.53,-0.19
10-May-23,8.24,8.24,7.9,8.03,8.025179075,4607,65,36972,3921,85.11,0.34,-0.21
09-May-23,8.28,8.28,7.75,7.96,8.053333333,4800,75,38656,3651,76.06,0.53,-0.32
08-May-23,8.33,8.33,7.9,7.91,7.988395258,20078,89,160391,18880,94.03,0.43,-0.42
05-May-23,8.2,8.45,7.91,7.96,8.010229622,9189,79,73606,5713,62.17,0.54,-0.24
04-May-23,8.4,8.4,7.65,8.19,8.029686968,11756,79,94397,10853,92.32,0.75,-0.21
03-May-23,8.19,8.67,7.72,8.04,7.992482616,21284,97,170112,18540,87.11,0.95,-0.15
02-May-23,8.9,8.9,8.24,8.36,8.463719512,6560,74,55522,5339,81.39,0.66,-0.54
28-Apr-23,8.75,8.97,8.3,8.56,8.621329376,9433,87,81325,7920,83.96,0.67,-0.19
27-Apr-23,8.25,8.92,7.65,8.91,8.572511053,79843,205,684455,68464,85.75,1.27,0.66
26-Apr-23,7.9,8.62,7.82,8.11,8.143696163,7662,47,62397,7051,92.03,0.8,0.21
25-Apr-23,8.27,8.27,7.9,8.18,8.093426337,4731,49,38290,4454,94.14,0.37,-0.09
24-Apr-23,8.6,8.6,7.94,8.19,8.193822957,4112,57,33693,1799,43.75,0.66,-0.41
21-Apr-23,8.35,8.48,7.71,8.06,8.005942153,13968,82,111827,12119,86.76,0.77,-0.29
20-Apr-23,7.85,8.29,7.5,8.18,7.906405645,14456,62,114295,12503,86.49,0.79,0.33
19-Apr-23,8.24,8.24,7.87,8.01,7.996555118,2032,51,16249,1678,82.58,0.37,-0.23
18-Apr-23,8.13,8.25,7.81,8.19,7.930793835,3439,58,27274,3006,87.41,0.44,0.06
17-Apr-23,8.55,8.55,7.6,8.13,7.957508077,14238,49,113299,14125,99.21,0.95,-0.42
13-Apr-23,8.3,8.3,7.9,8.13,8.194171467,2951,36,24181,2825,95.73,0.4,-0.17
12-Apr-23,7.85,8.38,7.61,8.13,8.120505491,6647,68,53977,4636,69.75,0.77,0.28
11-Apr-23,8.05,8.2,7.74,8.14,7.96338943,3387,53,26972,2816,83.14,0.46,0.09
10-Apr-23,8.29,8.35,7.86,8.13,7.919308749,7349,52,58199,6461,87.92,0.49,-0.16
06-Apr-23,8.4,8.4,8.12,8.17,8.196930111,3062,47,25099,2445,79.85,0.28,-0.23
05-Apr-23,8.09,8.15,7.81,8.12,8.067232901,11185,82,90232,9622,86.03,0.34,0.03
03-Apr-23,8.2,8.2,7.66,7.79,7.799809569,4201,61,32767,3438,81.84,0.54,-0.41
31-Mar-23,8,8.2,7.87,7.89,7.971195391,6249,35,49812,5999,96,0.33,-0.11
29-Mar-23,8.14,8.3,7.6,8.07,8.054163905,22635,77,182306,16682,73.7,0.7,-0.07
28-Mar-23,8.01,8.18,7.65,7.98,7.925425425,3996,52,31670,2564,64.16,0.53,-0.03
27-Mar-23,8.22,8.22,7.92,8.01,7.95628699,19262,48,153254,14976,77.75,0.3,-0.21
24-Mar-23,8.7,8.7,8.19,8.21,8.453103914,5928,40,50110,5063,85.41,0.51,-0.49
23-Mar-23,7.81,8.48,7.8,8.46,8.428111785,10878,57,91681,5965,54.84,0.68,0.65
22-Mar-23,8.6,8.6,8.05,8.13,8.335661428,12027,49,100253,10574,87.92,0.55,-0.47
21-Mar-23,8.24,8.3,7.8,8.3,8.143945578,7350,54,59858,4732,64.38,0.5,0.06
20-Mar-23,8.49,8.49,7.88,7.98,8.023847237,11364,85,91183,7005,61.64,0.61,-0.51
17-Mar-23,8.55,8.59,7.92,8.27,8.223615612,7097,72,58363,3662,51.6,0.67,-0.28
16-Mar-23,7.81,8.39,7.81,8.3,8.056218636,14746,72,118797,9355,63.44,0.58,0.49
15-Mar-23,8.72,8.72,7.97,8.19,8.047985983,53078,152,427171,39678,74.75,0.75,-0.53
14-Mar-23,8.43,8.99,8.22,8.38,8.5569591,12983,96,111095,6560,50.53,0.77,-0.05
13-Mar-23,9.15,9.3,8.55,8.64,8.85760293,15836,124,140269,11271,71.17,0.75,-0.51
10-Mar-23,8.31,8.99,8.29,8.99,8.692233447,15541,78,135086,13540,87.12,0.7,0.68
09-Mar-23,9.04,9.04,8.3,8.72,8.635557432,7104,75,61347,4915,69.19,0.74,-0.32
08-Mar-23,8.2,8.66,7.96,8.66,8.520242243,12054,84,102703,11324,93.94,0.7,0.46
06-Mar-23,8.35,8.35,7.92,8.25,8.218294492,11457,75,94157,11195,97.71,0.43,-0.1
03-Mar-23,8.34,8.34,7.72,8.19,8.176939979,51882,98,424236,50988,98.28,0.62,-0.15
02-Mar-23,7.86,8.28,7.86,8,8.064398251,16693,70,134619,15716,94.15,0.42,0.14
01-Mar-23,8.27,8.27,7.78,7.96,7.918345128,11022,84,87276,8162,74.05,0.49,-0.31
28-Feb-23,8.1,8.1,7.78,7.98,8.017930816,6302,58,50529,5450,86.48,0.32,-0.12
27-Feb-23,8.25,8.39,7.85,8.12,8.177467426,52342,109,428025,39876,76.18,0.54,-0.13
24-Feb-23,8.65,8.65,8,8.08,8.120679234,34745,100,282153,31783,91.48,0.65,-0.57
23-Feb-23,8.47,8.7,8.2,8.29,8.311297801,21783,94,181045,18881,86.68,0.5,-0.18
22-Feb-23,8.35,8.79,8.11,8.47,8.340365928,34269,133,285816,24991,72.93,0.68,0.12
21-Feb-23,8.65,8.94,8.46,8.53,8.594179865,18247,104,156818,17834,97.74,0.48,-0.12
20-Feb-23,9.08,9.39,8.59,8.65,8.885939523,26258,127,233327,21100,80.36,0.8,-0.43
17-Feb-23,8.55,9.15,8.55,9.04,8.794725767,43722,108,384523,39508,90.36,0.6,0.49
16-Feb-23,9.22,9.22,8.5,8.85,8.87719864,34112,143,302819,19119,56.05,0.72,-0.37
15-Feb-23,9.05,9.48,8.76,8.93,8.937560976,29725,128,265669,23549,79.22,0.72,-0.12
14-Feb-23,9.15,9.2,8.81,9.17,9.010494954,37256,121,335695,28177,75.63,0.39,0.02
13-Feb-23,9.3,9.38,8.75,8.77,8.850051102,20547,133,181842,15904,77.4,0.63,-0.53
10-Feb-23,9.44,9.44,8.65,9.09,9.113085486,23805,137,216937,19382,81.42,0.79,-0.35
09-Feb-23,9.84,9.84,8.97,9.09,9.119215245,108518,275,989599,74056,68.24,0.87,-0.75
08-Feb-23,10,10.01,9.16,9.44,9.41651929,183204,418,1725144,136060,74.27,0.85,-0.56
07-Feb-23,9.6,9.64,8.75,9.64,9.398190463,216851,364,2038007,157948,72.84,0.89,0.04
06-Feb-23,10.02,10.02,9.08,9.19,9.511171572,386293,678,3674099,244763,63.36,0.94,-0.83
03-Feb-23,9.55,9.55,9.55,9.55,9.549986395,69829,82,666866,69569,99.63,0,0
02-Feb-23,9.1,9.1,8.85,9.1,9.099223721,112846,101,1026811,108417,96.08,0.25,0
01-Feb-23,8.67,8.67,8.67,8.67,8.669990697,68792,97,596426,52792,76.74,0,0
31-Jan-23,7.97,8.26,7.48,8.26,8.027952685,184383,317,1480218,151694,82.27,0.78,0.29
30-Jan-23,7.95,7.98,7.61,7.87,7.895193303,76331,187,602648,55604,72.85,0.37,-0.08
27-Jan-23,7.75,7.86,7.37,7.6,7.583790616,32438,155,246003,28567,88.07,0.49,-0.15
25-Jan-23,8.09,8.09,7.41,7.6,7.580267349,39873,147,302248,24636,61.79,0.68,-0.49
24-Jan-23,7.6,7.85,7.12,7.74,7.526447157,58494,212,440252,37740,64.52,0.73,0.14
23-Jan-23,7.98,7.98,7.24,7.48,7.527015588,48435,236,364571,36654,75.68,0.74,-0.5
20-Jan-23,7.45,7.62,7.27,7.62,7.51210327,45938,84,345091,36174,78.75,0.35,0.17
19-Jan-23,8.02,8.02,7.26,7.26,7.728365312,132796,278,1026296,82157,61.87,0.76,-0.76
18-Jan-23,7.64,7.64,7.64,7.64,7.639966969,19376,58,148032,19376,100,0,0
17-Jan-23,7.15,7.28,6.94,7.28,7.244951093,69520,113,503669,66688,95.93,0.34,0.13
16-Jan-23,6.95,7.1,6.62,6.94,6.934416232,18038,161,125083,15726,87.18,0.48,-0.01
13-Jan-23,6.75,7.08,6.72,6.95,6.863473639,18436,87,126535,15447,83.79,0.36,0.2
12-Jan-23,7.1,7.1,6.73,6.89,6.919979025,19070,85,131964,16180,84.85,0.37,-0.21
11-Jan-23,6.9,7.03,6.8,6.9,6.901286753,16087,94,111021,15090,93.8,0.23,0
10-Jan-23,6.75,6.89,6.5,6.83,6.662285249,27008,125,179935,18804,69.62,0.39,0.08
09-Jan-23,7.08,7.08,6.7,6.76,6.919004035,10161,133,70304,7271,71.56,0.38,-0.32
06-Jan-23,6.87,7,6.65,6.82,6.830459164,23717,142,161998,16967,71.54,0.35,-0.05
05-Jan-23,6.95,7.09,6.65,6.8,6.853488372,9890,105,67781,6750,68.25,0.44,-0.15
04-Jan-23,6.95,6.95,6.75,6.81,6.861117891,24582,134,168660,23020,93.65,0.2,-0.14
03-Jan-23,7,7,6.77,6.8,6.845846291,18008,157,123280,17069,94.79,0.23,-0.2
02-Jan-23,7.18,7.18,6.65,6.96,6.88424883,28855,152,198645,23580,81.72,0.53,-0.22
30-Dec-22,7.19,7.19,6.91,6.95,6.967002372,29093,99,202691,29061,99.89,0.28,-0.24
29-Dec-22,7.25,7.25,6.64,6.97,6.840096376,41919,166,286730,24987,59.61,0.61,-0.28
28-Dec-22,6.85,7,6.75,6.98,6.921115668,55106,222,381395,37074,67.28,0.25,0.13
27-Dec-22,6.49,6.7,6.39,6.69,6.562206921,33694,172,221107,29382,87.2,0.31,0.2
26-Dec-22,6.35,6.49,5.99,6.39,6.326757377,30059,186,190176,21514,71.57,0.5,0.04
23-Dec-22,6.59,6.91,6.27,6.27,6.517962933,55197,221,359772,41186,74.62,0.64,-0.32
22-Dec-22,7.18,7.18,6.59,6.59,6.677479662,39582,201,264308,35263,89.09,0.59,-0.59
21-Dec-22,7.05,7.19,6.75,6.93,7.055246743,23567,128,166271,19858,84.26,0.44,-0.12
20-Dec-22,7.15,7.15,6.92,7.09,7.074852397,9993,98,70699,7602,76.07,0.23,-0.06
19-Dec-22,7.35,7.35,6.95,7.02,7.04473161,36216,167,255132,29850,82.42,0.4,-0.33
